Date,Region,Place,Trigger,Weak Layer,Depth_inches,Width_inches,Vertical_inches,Aspect,Elevation_feet
4/3/2020,Uintas,Notch Mountain,Snowmobiler,Facets,36.0,5400.0,5400.0,Northwest,10900.0
4/3/2020,Logan,Cornice Ridge,Snowmobiler,New Snow/Old Snow Interface,14.0,7200.0,5400.0,Northeast,9200.0
4/1/2020,Uintas,Bald Mtn Pass,Natural,Ground Interface,48.0,2400.0,7200.0,North,11100.0
4/5/2020,Salt Lake,Wolverine Cirque,Natural,New Snow/Old Snow Interface,16.0,1500.0,4200.0,Northeast,10500.0
4/5/2020,Logan,Wood Camp,Skier,Wet grains,8.0,3000.0,6000.0,Southeast,7600.0
4/4/2020,Logan,Saint Charles Peak,Snowmobiler,New Snow/Old Snow Interface,18.0,2400.0,8400.0,Northeast,9000.0
4/16/2020,Logan,Steam Mill Peak,Skier,New Snow/Old Snow Interface,14.0,300.0,6000.0,North,9200.0
4/28/2020,Logan,Wellsville Mountain Wilderness,Natural,Wet grains,48.0,4800.0,18000.0,East,9200.0
5/30/2020,Logan,Bear Canyon,Natural,Wet grains,16.0,6000.0,15000.0,North,9500.0
5/6/2020,Salt Lake,Pioneer Ridge,Natural,Unknown,3.0,840.0,8400.0,Northwest,10300.0
11/9/2020,Salt Lake,Twin Lakes area,Natural,New Snow,6.0,120.0,4800.0,North,10400.0
12/14/2020,Salt Lake,Twin Lakes Pass,Skier,Facets,20.0,240.0,3000.0,Northeast,10200.0
12/17/2020,Salt Lake,No Name Bowl,Skier,Facets,10.0,360.0,5400.0,North,9600.0
12/17/2020,Salt Lake,Dog Lake area,Skier,Facets,24.0,2100.0,3600.0,Northeast,9600.0
12/17/2020,Salt Lake,Chicken Sh#! Ridge,Skier,Facets,10.0,480.0,2400.0,East,9200.0
12/18/2020,Salt Lake,West Willow,Natural,Facets,18.0,1200.0,3600.0,Northeast,9400.0
12/18/2020,Uintas,Roundy Basin,Snowmobiler,Facets,30.0,1200.0,1800.0,Northeast,10000.0
12/18/2020,Logan,Beaver Creek Canyon,Natural,New Snow/Old Snow Interface,10.0,300.0,480.0,West,7000.0
12/18/2020,Logan,Tony Grove Road,Snowmobiler,Facets,10.0,360.0,600.0,East,7500.0
12/18/2020,Logan,Tony Grove Campground,Natural,Facets,12.0,360.0,1500.0,North,8200.0
12/17/2020,Skyline,South Fork,Natural,Facets,14.0,1800.0,3600.0,Northeast,10400.0
12/19/2020,Salt Lake,Georges Bowl,Unknown,Facets,20.0,3600.0,2400.0,Northeast,9800.0
12/18/2020,Salt Lake,Silver Fork Headwall,Natural,Depth Hoar,18.0,4800.0,3600.0,North,9800.0
12/20/2020,Salt Lake,Hide A Way Park,Skier,Depth Hoar,16.0,240.0,1200.0,Northeast,10100.0
12/20/2020,Provo,Ant Knolls,Snowmobiler,Facets,10.0,1200.0,480.0,Northeast,8400.0
12/24/2020,Salt Lake,West Monitor,Skier,Facets,20.0,960.0,7200.0,East,9800.0
12/22/2020,Skyline,Lake Canyon,Natural,Facets,12.0,480.0,1800.0,Northeast,9900.0
12/25/2020,Salt Lake,Days Draw,Skier,Facets,20.0,1200.0,1800.0,Northeast,9600.0
12/24/2020,Uintas,Mill Hollow Slide Path,Unknown,Facets,12.0,1800.0,1200.0,Northeast,8200.0
12/28/2020,Salt Lake,Little Water,Skier,Facets,12.0,600.0,2400.0,North,9400.0
12/27/2020,Logan,Chicken Hill,Natural,Facets,30.0,6000.0,3000.0,East,8700.0
12/27/2020,Uintas,Wolf Creek Bowl,Snowboarder,Facets,18.0,840.0,1800.0,Northeast,9600.0
12/29/2020,Uintas,Gold Hill,Unknown,Facets,24.0,12000.0,6000.0,Northeast,10200.0
12/29/2020,Uintas,Gold Hill,Snowmobiler,Facets,16.0,480.0,360.0,Northeast,9800.0
12/31/2020,Uintas,Uintas,Unknown,Depth Hoar,24.0,2400.0,3600.0,Northeast,9500.0
12/28/2020,Uintas,Yamaha Hill,Snowmobiler,Facets,30.0,3600.0,2400.0,Northeast,10000.0
1/1/2021,Logan,Beaver Canyon,Snowboarder,Facets,4.0,300.0,360.0,West,7000.0
12/28/2020,Moab,Gravel Pit Lanes,Natural,Facets,24.0,1800.0,10800.0,Northeast,11400.0
12/28/2020,Moab,Gold Basin,Natural,Facets,20.0,1200.0,4800.0,Northeast,11200.0
12/28/2020,Moab,Gold Basin,Natural,Facets,36.0,720.0,4800.0,Northeast,11000.0
12/28/2020,Moab,Exxons Folley,Natural,Facets,24.0,1500.0,7200.0,North,10700.0
12/28/2020,Moab,Exxons Folley,Natural,Facets,24.0,1200.0,6000.0,North,10600.0
1/5/2021,Salt Lake,Silver Fork Headwall,Skier,Facets,16.0,300.0,4800.0,North,9900.0
1/5/2021,Logan,Tony Grove Road,Snowmobiler,Facets,20.0,360.0,600.0,East,7500.0
1/5/2021,Salt Lake,Chutes and Ladders,Skier,New Snow/Old Snow Interface,16.0,480.0,1800.0,Northeast,8800.0
1/6/2021,Logan,"Providence Peak, East Face",Snowmobiler,Facets,30.0,2400.0,8400.0,Northeast,9600.0
1/7/2021,Uintas,Uintas,Skier,Facets,30.0,360.0,720.0,Northeast,9800.0
1/6/2021,Uintas,Upper Humpy Basin,Natural,Facets,24.0,12000.0,3000.0,Northeast,10400.0
1/8/2021,Logan,Steep Hollow,Snow Bike,Facets,36.0,1800.0,4200.0,Northwest,8900.0
1/8/2021,Salt Lake,Dutch Draw,Skier,Facets,24.0,1800.0,4800.0,East,9800.0
1/8/2021,Uintas,Reids Peak,Natural,Unknown,24.0,2400.0,4200.0,North,11200.0
1/8/2021,Uintas,Murdock Trees,Natural,Facets,24.0,2400.0,2400.0,North,10700.0
1/8/2021,Logan,Box Canyon Headwall,Unknown,Facets,24.0,1500.0,7200.0,Northeast,9200.0
1/10/2021,Salt Lake,No Name Bowl,Snowboarder,Facets,16.0,1500.0,2100.0,Northeast,9200.0
1/23/2021,Ogden,Cutler Ridge,Skier,New Snow/Old Snow Interface,14.0,480.0,960.0,Northeast,7000.0
1/24/2021,Uintas,Hoyt Peak,Snowmobiler,Facets,30.0,720.0,1200.0,Northeast,9600.0
1/23/2021,Salt Lake,White Pine,Skier,New Snow/Old Snow Interface,18.0,600.0,600.0,Northeast,9700.0
1/24/2021,Moab,Exxons Folley,Natural,Facets,30.0,6000.0,7200.0,North,11200.0
1/23/2021,Salt Lake,Snake Creek,Natural,New Snow/Old Snow Interface,18.0,840.0,2400.0,Northeast,9800.0
1/24/2021,Salt Lake,Mary Ellen,Natural,New Snow/Old Snow Interface,15.0,480.0,2400.0,Northeast,9800.0
1/27/2021,Salt Lake,Bountiful,Natural,Facets,24.0,1800.0,2400.0,Northeast,8200.0
1/27/2021,Uintas,Upper Weber Canyon,Natural,New Snow/Old Snow Interface,14.0,600.0,6000.0,Northeast,9800.0
1/27/2021,Uintas,Upper Humpy Basin,Natural,Facets,18.0,600.0,1200.0,Unknown,10000.0
1/27/2021,Ogden,Cutler Ridge,Skier,Density Change,12.0,840.0,600.0,Northeast,7700.0
1/28/2021,Uintas,Upper Weber Canyon,Skier,Facets,15.0,1200.0,1200.0,North,9600.0
1/28/2021,Logan,3 Terraces,Natural,New Snow/Old Snow Interface,18.0,3000.0,6000.0,East,9500.0
1/29/2021,Salt Lake,Silver Fork Headwall,Natural,Facets,36.0,1500.0,2400.0,Northeast,10000.0
1/30/2021,Uintas,Yamaha Hill,Snowmobiler,Facets,48.0,3600.0,4200.0,Northeast,10200.0
1/30/2021,Salt Lake,Mill A,Skier,Facets,42.0,4200.0,21000.0,Northwest,10000.0
1/30/2021,Uintas,Cherry Hill,Skier,Facets,30.0,1500.0,7200.0,North,10500.0
1/30/2021,Moab,Gravel Pit Lanes,Natural,Facets,36.0,7200.0,12000.0,Northeast,11600.0
1/26/2021,Abajos,North Creek - Abajo Mtns.,Natural,Facets,30.0,1800.0,2400.0,Northeast,10200.0
1/26/2021,Abajos,North Creek - Abajo Mtns.,Snowmobiler,Facets,20.0,1800.0,600.0,East,10300.0
1/30/2021,Salt Lake,Squaretop,Skier,Facets,24.0,1500.0,3000.0,Northeast,9400.0
1/30/2021,Logan,Doubletop Mountain,Snowmobiler,Facets,36.0,2400.0,6000.0,East,9500.0
1/30/2021,Uintas,Humpy Bowl,Snowmobiler,Facets,24.0,3000.0,2400.0,Northeast,10200.0
1/31/2021,Skyline,Spring Creek,Snowmobiler,Facets,42.0,1800.0,4800.0,Northeast,10000.0
1/30/2021,Logan,"Providence Peak, East Face",Natural,Facets,24.0,4800.0,7200.0,East,9600.0
1/30/2021,Logan,Castle Rock,Natural,Facets,36.0,12000.0,9600.0,East,9500.0
2/1/2021,Uintas,Windy Ridge,Skier,Surface Hoar,30.0,1800.0,2400.0,East,10600.0
2/5/2021,Logan,Temple Couloir,Natural,Unknown,10.0,300.0,7200.0,North,6400.0
2/6/2021,Logan,Chicken Hill,Unknown,Unknown,2.0,2400.0,4800.0,East,7900.0
2/5/2021,Uintas,Double Hill,Natural,Facets,96.0,7200.0,6000.0,Northeast,10300.0
2/6/2021,Uintas,Double Hill Shoulder,Skier,Facets,36.0,2400.0,2100.0,Northeast,10000.0
2/6/2021,Skyline,Philadelphia Flats,Snowmobiler,Facets,24.0,1200.0,1200.0,Northeast,10100.0
2/5/2021,Skyline,Monster,Natural,Facets,30.0,1800.0,600.0,North,10100.0
2/7/2021,Salt Lake,Lambs Canyon,Natural,Depth Hoar,24.0,1800.0,1200.0,Northeast,8700.0
2/6/2021,Uintas,Currant Creek Peak SE,Natural,Facets,24.0,3000.0,4800.0,Southeast,10000.0
2/7/2021,Uintas,Roundy Basin,Natural,Facets,24.0,7200.0,3600.0,Northeast,10200.0
2/6/2021,Uintas,Currant Creek Peak NE,Snowmobiler,Ground Interface,36.0,9600.0,7200.0,Northeast,10400.0
2/6/2021,Salt Lake,Wilson Glade,Skier,Facets,42.0,12000.0,4800.0,Northeast,9600.0
2/6/2021,Uintas,Moffit Bowl,Snowmobiler,Facets,72.0,18000.0,12000.0,Northeast,10800.0
2/8/2021,Logan,Bear Lake Overlook,Snowmobiler,Depth Hoar,48.0,3000.0,720.0,East,7600.0
2/7/2021,Skyline,Jet Fox,Natural,Facets,48.0,1500.0,2100.0,East,10200.0
2/6/2021,Uintas,Upper Moffit Basin,Natural,Ground Interface,42.0,3000.0,4800.0,Northeast,10500.0
2/6/2021,Logan,"Mt. Magog, South Ridge",Natural,Facets,36.0,4200.0,6000.0,East,9200.0
2/6/2021,Logan,Castle Rock,Natural,Facets,36.0,7200.0,9600.0,North,9500.0
2/5/2021,Logan,North Bowl of Mt. Elmer,Natural,Facets,36.0,8400.0,7200.0,Northeast,9000.0
2/7/2021,Skyline,North Fork,Snowmobiler,Facets,30.0,2100.0,1500.0,East,10200.0
2/7/2021,Skyline,Lowry Fork,Snowmobiler,Facets,30.0,1800.0,1200.0,North,10200.0
2/6/2021,Skyline,The Cove,Snowmobiler,Facets,48.0,12000.0,1800.0,East,10200.0
2/6/2021,Skyline,North Fork,Natural,Facets,42.0,3600.0,1800.0,East,10200.0
2/11/2021,Logan,Peter Sinks,Snowmobiler,Facets,48.0,1200.0,1200.0,East,8300.0
2/12/2021,Salt Lake,Pioneer Ridge,Natural,New Snow/Old Snow Interface,14.0,6000.0,6000.0,East,10300.0
2/12/2021,Salt Lake,Butler Fork,Skier,New Snow,7.0,2400.0,3600.0,Northeast,9300.0
2/13/2021,Logan,White Pine Knob,Skier,Facets,48.0,6000.0,7200.0,Southeast,8800.0
2/13/2021,Logan,Wellsville Mountain Wilderness,Natural,Facets,48.0,1800.0,15000.0,Northeast,8200.0
2/14/2021,Salt Lake,West Porter,Natural,Depth Hoar,36.0,42000.0,12000.0,Unknown,9500.0
2/13/2021,Salt Lake,Cardiac Ridge,Natural,Unknown,36.0,4800.0,15000.0,East,10600.0
2/14/2021,Skyline,Lake Canyon,Skier,Facets,36.0,720.0,480.0,Northeast,9900.0
2/14/2021,Uintas,Upper Weber Canyon,Natural,Ground Interface,36.0,8400.0,18000.0,Northeast,10400.0
2/12/2021,Salt Lake,Gods Lawnmower,Natural,Depth Hoar,36.0,8400.0,15000.0,North,9800.0
2/12/2021,Ogden,Hells Canyon,Unknown,Unknown,30.0,1800.0,15000.0,Northeast,8500.0
2/17/2021,Skyline,Knob Mountain,Natural,Facets,36.0,600.0,2400.0,Northwest,9100.0
2/17/2021,Uintas,Upper Weber Canyon,Explosive,Ground Interface,54.0,4800.0,12000.0,Northeast,10000.0
2/17/2021,Skyline,Ephraim Canyon,Snowmobiler,Facets,30.0,540.0,240.0,Unknown,8900.0
2/15/2021,Skyline,Chute Camp Site,Natural,Facets,20.0,4200.0,7200.0,Northeast,8600.0
2/17/2021,Logan,Wood Camp,Natural,Depth Hoar,72.0,60000.0,36000.0,East,8700.0
2/17/2021,Salt Lake,Rocky Point,Natural,Facets,42.0,1080.0,4800.0,Northeast,10400.0
2/17/2021,Salt Lake,Tuscarora,Natural,Facets,54.0,4800.0,9600.0,East,10500.0
2/17/2021,Skyline,Fly Canyon,Natural,Facets,30.0,2400.0,3600.0,East,9700.0
2/17/2021,Skyline,Bennetts Canyon,Natural,Facets,24.0,12000.0,3600.0,East,9600.0
2/18/2021,Uintas,Mill Hollow,Unknown,Facets,30.0,12000.0,3600.0,East,9700.0
2/17/2021,Skyline,Ephraim Canyon,Natural,Facets,36.0,2100.0,4800.0,Southwest,9900.0
2/17/2021,Skyline,Philadelphia Flats,Natural,Facets,36.0,1200.0,1200.0,North,10100.0
2/17/2021,Skyline,Scottys,Natural,Facets,30.0,720.0,960.0,North,9800.0
2/20/2021,Logan,Gibson Lakes Area,Snowmobiler,Depth Hoar,48.0,7200.0,6000.0,Northeast,9000.0
2/21/2021,Skyline,Black Canyon,Snowmobiler,Facets,48.0,6000.0,7200.0,Northeast,10800.0
2/21/2021,Skyline,Poulson Ridge,Natural,Facets,42.0,3600.0,9600.0,North,10200.0
2/21/2021,Skyline,Jimmys Fork,Natural,Facets,30.0,2400.0,4200.0,North,10000.0
2/18/2021,Skyline,Middle Fork,Snowmobiler,Facets,30.0,5400.0,2400.0,Northeast,10100.0
2/21/2021,Skyline,North Fork,Natural,Facets,36.0,3600.0,1800.0,Southeast,10000.0
2/21/2021,Skyline,Grizzly,Natural,Facets,36.0,1200.0,6000.0,North,10500.0
2/21/2021,Uintas,Shady Pines,Unknown,Facets,36.0,3000.0,1800.0,Northwest,10100.0
2/21/2021,Skyline,South Fork Coal Fork,Natural,Facets,36.0,2400.0,4200.0,North,10000.0
2/22/2021,Skyline,North Tent Mountain,Natural,Facets,60.0,60000.0,8400.0,Northeast,11200.0
2/21/2021,Skyline,Big Horseshoe,Natural,Facets,48.0,7200.0,10800.0,Northeast,10800.0
2/21/2021,Skyline,Mill Fork,Natural,Facets,36.0,3000.0,3000.0,Northeast,11000.0
2/17/2021,Skyline,Black Canyon,Natural,Facets,30.0,7200.0,4200.0,East,10400.0
2/21/2021,Skyline,Big Drift/Skyline Summit,Natural,New Snow/Old Snow Interface,48.0,4800.0,3000.0,Northeast,9700.0
2/21/2021,Skyline,Wedding Ring Ridge,Natural,Facets,30.0,7200.0,4200.0,Northeast,9900.0
2/21/2021,Skyline,Lake Canyon,Natural,Facets,36.0,12000.0,9600.0,Northeast,10100.0
2/21/2021,Skyline,Staker,Natural,Facets,36.0,30000.0,9600.0,Northeast,10300.0
2/21/2021,Skyline,Rolfson,Natural,Facets,42.0,9600.0,6000.0,East,10200.0
2/21/2021,Skyline,Rolfson,Natural,Facets,42.0,6000.0,4800.0,Southeast,10000.0
2/17/2021,Skyline,Rolfson,Natural,Facets,36.0,18000.0,6000.0,Northeast,10300.0
2/17/2021,Skyline,South Fork North Creek,Natural,Facets,36.0,9600.0,6000.0,North,10000.0
2/21/2021,Skyline,Staker,Natural,Facets,36.0,18000.0,7200.0,North,10400.0
2/17/2021,Skyline,North Fork,Natural,Facets,36.0,9600.0,4800.0,Northwest,10000.0
2/17/2021,Skyline,Blue Slide Fork,Natural,Facets,36.0,9600.0,6000.0,North,10200.0
2/21/2021,Skyline,Jordan Canyon,Natural,Facets,36.0,60000.0,6000.0,Northeast,10600.0
2/21/2021,Skyline,Pleasant Creek,Natural,Facets,36.0,12000.0,9600.0,Northeast,10200.0
2/21/2021,Skyline,Seeley Canyon,Natural,Facets,36.0,12000.0,6000.0,Northeast,10500.0
2/23/2021,Uintas,Upper Weber Canyon,Explosive,Facets,60.0,8400.0,12000.0,East,10300.0
2/22/2021,Uintas,Uintas,Natural,Depth Hoar,30.0,10800.0,12000.0,East,9700.0
2/21/2021,Skyline,Burnout Canyon,Natural,Facets,30.0,1200.0,960.0,Northeast,9300.0
2/21/2021,Skyline,Staker,Natural,Facets,36.0,12000.0,6000.0,Southeast,10100.0
2/17/2021,Skyline,Miller Flat Reservoir,Natural,Facets,30.0,1200.0,1200.0,Northeast,9000.0
3/7/2021,Uintas,Hoyt's Peak,Snowmobiler,Facets,48.0,4800.0,1200.0,Northeast,9600.0
3/8/2021,Skyline,Forks of the Huntington,Natural,Facets,10.0,600.0,2400.0,East,8200.0
3/14/2021,Southwest,Mt Holly,Natural,Unknown,18.0,1200.0,3600.0,Southwest,11400.0
3/16/2021,Uintas,Upper Weber Canyon,Skier,New Snow/Old Snow Interface,7.0,480.0,2400.0,South,9800.0
2/22/2021,Skyline,Loggers Fork,Natural,Facets,6.0,2400.0,2400.0,East,10200.0
3/21/2021,Uintas,Gold Hill,Snowmobiler,Facets,2.0,300.0,600.0,North,10200.0
4/1/2021,Logan,Wellsville Mountain Wilderness,Natural,New Snow/Old Snow Interface,12.0,2400.0,9600.0,Southeast,8000.0
3/28/2021,Skyline,Chute Camp Site,Natural,Facets,18.0,2400.0,2400.0,Northeast,8500.0
4/7/2021,Salt Lake,Blue Ice,Natural,Ground Interface,120.0,3600.0,21000.0,Northeast,10400.0
4/26/2021,Salt Lake,Two Dogs,Skier,New Snow/Old Snow Interface,12.0,1200.0,4800.0,North,10200.0
4/27/2021,Logan,Wellsville Mountain Wilderness,Natural,Wet grains,8.0,1200.0,6000.0,Northeast,8800.0
10/24/2021,Uintas,Reid's Saddle,Hiker,New Snow/Old Snow Interface,12.0,1200.0,4800.0,North,10800.0
12/9/2021,Salt Lake,Twin Lakes Pass,Natural,Density Change,4.0,3000.0,1800.0,Northeast,10000.0
12/10/2021,Salt Lake,Twin Lakes Pass,Snowboarder,Facets,14.0,3000.0,4800.0,East,10300.0
12/10/2021,Logan,Logan,Unknown,Density Change,6.0,600.0,1200.0,North,8600.0
12/9/2021,Skyline,Wedding Ring Ridge,Natural,Facets,15.0,1500.0,1200.0,Northeast,9700.0
12/10/2021,Salt Lake,West Monitor,Skier,Facets,19.0,12000.0,9600.0,Northeast,9800.0
12/9/2021,Moab,Moab,Natural,Facets,30.0,1800.0,9600.0,Northeast,11200.0
12/9/2021,Moab,Moab,Natural,Facets,30.0,5400.0,2400.0,North,11400.0
12/9/2021,Moab,Moab,Natural,Facets,30.0,6000.0,3600.0,Northeast,11200.0
12/9/2021,Moab,Moab,Natural,Facets,30.0,6000.0,3600.0,Northeast,11600.0
12/13/2021,Logan,Cornice Ridge,Natural,New Snow/Old Snow Interface,24.0,1200.0,4800.0,Northeast,9400.0
12/15/2021,Logan,Tony Grove Campground,Natural,Facets,14.0,360.0,480.0,North,8200.0
12/18/2021,Salt Lake,Cardiff Bowl,Skier,Facets,48.0,1200.0,2400.0,East,10000.0
12/18/2021,Salt Lake,Scotts Bowl,Snowboarder,Facets,60.0,7200.0,6000.0,Northeast,9800.0
12/18/2021,Uintas,Wolf Creek Bowl,Natural,Facets,36.0,1200.0,2400.0,Northeast,9600.0
12/18/2021,Uintas,Roundy Basin,Natural,Facets,36.0,1800.0,1200.0,Northeast,9900.0
12/18/2021,Uintas,Currant Creek,Snowmobiler,Facets,20.0,1800.0,1200.0,East,10000.0
12/18/2021,Salt Lake,Crystal Palace,Unknown,Facets,24.0,1800.0,9600.0,Northeast,10000.0
12/18/2021,Logan,Tony Grove-Blind Hollow Saddle,Unknown,Facets,36.0,1500.0,3000.0,North,8800.0
12/18/2021,Uintas,Moffit Basin,Natural,Facets,42.0,4800.0,3600.0,North,10600.0
12/18/2021,Uintas,Double Hill,Natural,Facets,42.0,1500.0,2400.0,East,10200.0
12/18/2021,Uintas,Moffit Basin,Natural,Facets,120.0,7200.0,4800.0,Northeast,10600.0
12/18/2021,Skyline,Wedding Ring Ridge,Natural,Facets,18.0,4800.0,2400.0,Northeast,9900.0
12/23/2021,Uintas,Shingle Mill,Snowmobiler,Facets,36.0,1200.0,1800.0,Northeast,9900.0
12/27/2021,Salt Lake,Toots to Boot,Skier,Ground Interface,24.0,960.0,18000.0,Northeast,9300.0
12/27/2021,Uintas,Wolf Creek Bowl,Natural,Facets,36.0,1200.0,3000.0,Northeast,9700.0
12/31/2021,Moab,Moab,Natural,Unknown,84.0,3000.0,8400.0,North,12000.0
12/31/2021,Moab,Moab,Natural,Facets,60.0,6000.0,9600.0,Northwest,11700.0
12/31/2021,Moab,Moab,Natural,Depth Hoar,5.0,42000.0,10800.0,Northeast,11000.0
12/31/2021,Moab,Moab,Natural,Facets,54.0,18000.0,8400.0,Northeast,11200.0
12/31/2021,Moab,Moab,Natural,Facets,36.0,4200.0,4800.0,Northwest,10800.0
12/31/2021,Moab,Moab,Natural,Facets,84.0,600.0,3000.0,North,11000.0
12/26/2021,Logan,Cornice Ridge,Natural,Facets,72.0,3000.0,7200.0,Northeast,9400.0
1/1/2022,Skyline,Elderberry,Snowmobiler,Facets,60.0,3000.0,12000.0,Northeast,9900.0
1/3/2022,Southwest,Niotche Creek,Snowmobiler,Facets,60.0,4200.0,3600.0,Northeast,10400.0
12/30/2021,Southwest,Niotche Creek,Snowmobiler,Facets,60.0,9600.0,3600.0,Northeast,10400.0
1/6/2022,Logan,Dugway,Natural,Ground Interface,15.0,360.0,1200.0,West,5900.0
1/6/2022,Uintas,Upper Weber Canyon,Natural,Ground Interface,54.0,10800.0,12000.0,East,10400.0
1/7/2022,Uintas,Chalk Creek,Natural,Ground Interface,48.0,2400.0,12000.0,Northeast,10300.0
1/17/2022,Uintas,Mill creek,Unknown,Facets,30.0,4200.0,6000.0,North,10700.0
2/12/2022,Provo,Santaquin Peak,Skier,Facets,10.0,60.0,18000.0,North,9800.0
2/18/2022,Salt Lake,Red Baldy,Skier,New Snow/Old Snow Interface,12.0,360.0,1800.0,West,10600.0
2/20/2022,Skyline,Big Horseshoe,Natural,Unknown,6.0,480.0,8400.0,Northeast,10800.0
2/17/2022,Skyline,BBQ Bowl,Natural,Facets,6.0,720.0,2400.0,Northeast,10200.0
2/23/2022,Logan,Cherry Creek Canyon,Skier,Facets,10.0,1800.0,1200.0,North,8600.0
2/24/2022,Salt Lake,Superior,Skier,New Snow,5.0,360.0,1200.0,South,11000.0
2/23/2022,Skyline,Jordan Canyon,Natural,Facets,36.0,7200.0,6000.0,Northeast,10500.0
2/24/2022,Skyline,South Fork Twin Creek,Skier,Facets,30.0,3000.0,4800.0,Northeast,9600.0
2/24/2022,Skyline,Lake Canyon,Snowmobiler,Facets,20.0,7200.0,4800.0,Northeast,10000.0
2/24/2022,Skyline,Wedding Ring Ridge,Snowmobiler,Facets,18.0,720.0,960.0,Northeast,9600.0
2/25/2022,Uintas,Uintas,Snowmobiler,Facets,20.0,2100.0,2400.0,Northeast,10800.0
2/25/2022,Salt Lake,Mt Aire,Skier,Facets,6.0,960.0,240.0,Northeast,7000.0
2/25/2022,Salt Lake,Scotties Notch,Snowboarder,Facets,18.0,360.0,1200.0,North,9200.0
2/25/2022,Skyline,Ephraim Canyon,Snowmobiler,Facets,30.0,8400.0,4800.0,Northeast,10000.0
2/23/2022,Skyline,Lowry Fork,Natural,Facets,24.0,3000.0,2400.0,Northeast,10200.0
2/25/2022,Uintas,Chalk Creek,Snowboarder,Facets,10.0,1200.0,4800.0,Northeast,10200.0
2/26/2022,Logan,Cornice Ridge,Snowmobiler,New Snow/Old Snow Interface,8.0,720.0,2400.0,East,9000.0
2/27/2022,Moab,Gold Basin,Skier,Facets,24.0,300.0,840.0,West,10600.0
2/27/2022,Skyline,Black Canyon,Snowmobiler,Facets,18.0,1800.0,2100.0,Northeast,10000.0
3/1/2022,Uintas,Moffit Basin,Natural,Facets,24.0,2400.0,4800.0,Northeast,10200.0
3/1/2022,Provo,Mt Nebo,Natural,Facets,48.0,7200.0,27000.0,Northeast,11100.0
3/3/2022,Skyline,Blue Slide Fork,Snowmobiler,Facets,20.0,7200.0,4800.0,Northwest,10200.0
2/26/2022,Skyline,Potters,Snowmobiler,Facets,20.0,1800.0,3600.0,Northeast,10600.0
2/25/2022,Skyline,Potters,Snowmobiler,Facets,24.0,12000.0,4800.0,Northeast,10400.0
2/23/2022,Skyline,North Fork Coal Fork,Natural,Facets,24.0,30000.0,8400.0,Northwest,10300.0
3/1/2022,Skyline,Seeley Canyon,Unknown,Facets,24.0,3600.0,7200.0,East,10400.0
2/26/2022,Skyline,Staker,Snowmobiler,Facets,18.0,9600.0,4800.0,Northeast,10300.0
3/5/2022,Moab,Talking Mountain,Natural,Facets,36.0,2400.0,3600.0,Northwest,11300.0
3/5/2022,Moab,Talking Mountain,Natural,Facets,36.0,4800.0,7200.0,Northeast,11200.0
3/7/2022,Uintas,Humpy Chutes,Snowmobiler,Facets,24.0,1800.0,1800.0,Northeast,10400.0
3/7/2022,Skyline,North Fork Six Mile Canyon,Snowmobiler,Facets,24.0,3600.0,2400.0,Northeast,10200.0
3/7/2022,Skyline,North Fork Six Mile Canyon,Snowmobiler,Facets,24.0,4800.0,3000.0,Northeast,10000.0
3/7/2022,Uintas,Little West Fork,Snowmobiler,New Snow/Old Snow Interface,18.0,1200.0,600.0,North,9900.0
3/9/2022,Uintas,Smith-Moorehouse,Natural,Facets,24.0,9600.0,2400.0,North,9200.0
3/9/2022,Logan,Shumway Canyon,Natural,Facets,18.0,6000.0,6000.0,Northeast,8700.0
3/9/2022,Logan,Upper Pine Canyon,Natural,Facets,24.0,6000.0,7200.0,Northeast,8600.0
3/9/2022,Salt Lake,Lambs Canyon,Natural,Facets,20.0,12000.0,2400.0,Northwest,7600.0
3/9/2022,Salt Lake,Lambs Canyon,Natural,Facets,20.0,4800.0,2400.0,Northwest,7800.0
3/10/2022,Logan,Christmas Tree Bowl,Snowmobiler,New Snow/Old Snow Interface,12.0,360.0,4800.0,East,9600.0
3/11/2022,Skyline,Bulger Canyon,Snowmobiler,Facets,60.0,9600.0,4800.0,Northeast,10800.0
3/11/2022,Skyline,Bacon Rind Canyon,Snowmobiler,Facets,36.0,7200.0,4800.0,Northeast,10500.0
3/11/2022,Skyline,Manti Canyon,Snowmobiler,Facets,36.0,6000.0,1800.0,Northeast,10200.0
3/12/2022,Uintas,Humpy Chutes,Snowmobiler,Facets,30.0,1800.0,3000.0,North,10200.0
3/12/2022,Logan,Millville Face,Skier,Facets,20.0,4800.0,3600.0,North,8700.0
3/8/2022,Logan,"Providence Peak, East Face",Natural,Facets,24.0,8400.0,7200.0,Northeast,9500.0
3/9/2022,Logan,Three Terraces,Natural,New Snow/Old Snow Interface,12.0,960.0,6000.0,Southeast,9500.0
3/12/2022,Salt Lake,Silver Fork,Skier,Facets,21.0,840.0,3000.0,Northeast,9400.0
3/14/2022,Uintas,Upper Weber Canyon,Skier,Facets,24.0,480.0,3600.0,Northeast,10200.0
3/14/2022,Salt Lake,Barrieto,Skier,Facets,36.0,7200.0,18000.0,Northeast,9800.0
3/14/2022,Uintas,IceBox,Snowboarder,Facets,24.0,3600.0,4800.0,Northeast,9200.0
3/18/2022,Logan,Snowslide Canyon,Snowmobiler,Facets,24.0,3000.0,10800.0,North,9000.0
