Title,Handheld,Max Players,Multiplatform,Online,Genres,Licensed?,Publishers,Sequel,Review Score,Sales,Used Price,Console,Rating,Re-release,Year,All_Average,All_Leisure,All_Median,Length.All_Polled,All_Rushed,Comp_Average,Comp_Leisure,Comp_Median,Comp_Polled,Comp_Rushed,MainExtra_Average,MainExtra_Leisure,MainExtra_Median,MainExtra_Polled,MainExtra_Rushed,Main_Average,Main_Leisure,Main_Median,Main_Polled,Main_Rushed
Dissidia: Final Fantasy,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,79,0.49,17.95,Sony PSP,T,True,2008,63.32,178.32,50.0,67,36.65,117.17,206.65,109.47,10,72.48,73.53,179.3,63.67,31,48.5,30.43,40.42,30.0,26,23.43
Sid Meier's Civilization: Revolution,True,1,True,True,Strategy,True,2K,True,84,0.49,24.95,X360,T,True,2008,14.4,35.1,6.0,30,6.35,43.35,51.33,42.0,5,33.83,16.35,21.03,17.8,8,10.03,4.97,10.2,3.87,17,3.45
Wall-E,True,4,True,True,Action,True,THQ,True,51,0.48,17.95,Nintendo Wii,E,True,2008,7.35,10.52,6.72,7,5.27,6.0,6.0,6.0,1,6.0,14.0,14.0,14.0,1,14.0,6.28,8.25,6.72,5,5.0
Prince of Persia,True,1,True,True,Action,True,Ubisoft,True,85,0.48,17.95,PlayStation 3,T,True,2008,13.92,29.72,13.0,240,10.32,18.13,31.78,17.0,43,13.03,15.1,19.52,15.0,77,12.02,11.63,14.87,11.83,120,9.47
NHL 09 ,True,1,True,True,Sports,True,EA,True,88,0.48,14.95,X360,E,True,2008,26.67,31.67,20.0,3,21.67,40.0,40.0,40.0,1,40.0,0.0,0.0,0.0,0,0.0,20.0,20.0,20.0,2,20.0
Brothers in Arms: Hell's Highway,True,1,True,True,Action,True,Ubisoft,True,76,0.47,17.95,X360,E,True,2008,8.97,13.77,8.1,59,7.27,15.5,17.25,15.5,4,13.75,9.8,11.35,9.0,7,8.48,8.3,10.27,8.0,48,7.07
Shaun White Snowboarding,True,1,True,True,Sports,True,Ubisoft,True,60,0.47,14.95,X360,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Turok,True,1,True,True,Action,True,Unknown,True,69,0.47,14.95,X360,E,True,2008,9.72,24.37,7.75,32,6.57,12.2,25.55,10.0,11,8.55,8.37,10.85,7.03,8,6.55,8.45,16.35,7.0,13,6.05
Iron Man,True,1,True,True,Action,True,Sega,True,44,0.46,16.95,Sony PSP,E,True,2008,5.8,10.67,5.0,12,4.23,9.98,12.47,8.0,3,7.48,5.08,5.08,5.08,1,5.08,4.33,4.68,4.37,8,3.72
De Blob,True,4,True,True,Action,True,THQ,True,82,0.45,16.95,Nintendo Wii,M,True,2008,12.13,19.28,10.0,26,8.47,23.15,25.78,25.0,4,19.6,11.8,14.73,11.15,12,10.05,8.13,8.95,8.42,10,7.07
Sonic Riders: Zero Gravity,True,4,True,True,Racing / Driving,True,Sega,True,56,0.45,16.95,Nintendo Wii,T,True,2008,5.5,8.43,4.27,8,3.6,9.5,10.75,9.5,2,8.25,6.28,7.13,6.28,2,5.43,3.1,3.52,3.07,4,2.7
Rhythm Heaven,True,1,True,True,Action,True,Nintendo,True,83,0.45,24.95,Nintendo DS,T,True,2008,9.12,16.93,8.67,27,5.68,19.42,22.43,20.35,4,15.93,8.82,11.95,8.72,11,6.28,5.97,8.6,4.45,12,3.85
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,75,0.44,17.95,PlayStation 3,T,True,2008,11.52,17.88,10.03,143,7.83,18.88,21.97,19.0,13,14.47,12.12,16.02,12.0,37,9.73,10.25,15.55,10.0,93,7.52
Advance Wars: Days of Ruin,True,4,True,True,Strategy,True,Nintendo,True,86,0.43,17.95,Nintendo DS,E,True,2008,33.93,68.98,22.0,35,19.48,90.52,100.12,90.0,3,80.92,41.07,72.58,33.0,13,27.08,20.12,36.1,18.08,19,15.05
LEGO Batman: The Videogame,True,2,True,True,Action,True,Unknown,True,75,0.43,17.95,PlayStation 3,E,True,2008,17.33,33.08,15.0,121,10.33,29.22,39.55,29.0,35,22.88,16.75,28.18,16.0,33,13.18,9.83,13.82,9.43,53,7.07
Far Cry 2,True,1,True,True,Action,True,Ubisoft,True,85,0.43,19.95,PlayStation 3,T,True,2008,26.0,78.25,23.0,235,15.25,40.4,64.77,39.32,32,27.17,29.15,79.78,26.0,110,18.78,17.32,28.57,17.0,93,11.57
Harvest Moon: Island of Happiness,True,1,True,True,"Simulation,Strategy",True,Unknown,True,65,0.42,24.95,Nintendo DS,E,True,2008,43.0,43.0,43.0,1,43.0,0.0,0.0,0.0,0,0.0,43.0,43.0,43.0,1,43.0,0.0,0.0,0.0,0,0.0
Brothers in Arms: Hell's Highway,True,1,True,True,Action,True,Ubisoft,True,76,0.42,19.95,PlayStation 3,T,True,2008,8.97,13.77,8.1,59,7.27,15.5,17.25,15.5,4,13.75,9.8,11.35,9.0,7,8.48,8.3,10.27,8.0,48,7.07
Sonic Unleashed,True,1,True,True,"Action,Adventure",True,Sega,True,54,0.42,17.95,PlayStation 3,T,True,2008,13.15,16.53,13.0,18,9.87,17.35,17.35,17.35,1,17.35,13.28,16.63,13.25,4,9.95,12.8,15.45,13.0,13,10.82
Pinball Hall of Fame: The Williams Collection,True,1,True,True,Simulation,True,Unknown,True,82,0.41,17.95,Nintendo Wii,T,True,2008,29.25,39.18,27.5,4,20.18,32.33,41.83,35.0,3,22.83,0.0,0.0,0.0,0,0.0,20.0,20.0,20.0,1,20.0
Sonic Unleashed,True,1,True,True,"Action,Adventure",True,Sega,True,60,0.41,17.95,X360,E,True,2008,13.15,16.53,13.0,18,9.87,17.35,17.35,17.35,1,17.35,13.28,16.63,13.25,4,9.95,12.8,15.45,13.0,13,10.82
Samba de Amigo,True,2,True,True,Action,True,Sega,True,68,0.4,12.95,Nintendo Wii,T,True,2008,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0
?kami,True,1,True,True,Action,True,Capcom,True,90,0.39,17.95,Nintendo Wii,M,True,2008,44.97,73.12,41.5,315,29.03,57.2,78.07,55.1,70,43.07,45.87,73.93,43.8,124,34.75,36.97,48.87,36.83,121,25.87
LEGO Indiana Jones: The Original Adventures,True,2,True,True,Action,True,Unknown,True,77,0.38,17.95,PlayStation 3,E,True,2008,15.13,25.03,13.72,85,10.37,22.0,29.32,24.02,31,15.0,14.22,17.8,15.0,18,10.92,9.7,13.62,10.0,36,8.08
MotorStorm: Pacific Rift,True,4,True,True,"Action,Racing / Driving,Sports",True,Sony,True,82,0.37,29.95,PlayStation 3,T,True,2008,37.5,77.5,32.5,14,22.5,120.0,120.0,120.0,1,120.0,39.02,52.75,36.0,6,31.25,24.43,32.1,24.0,7,17.1
Tiger Woods PGA Tour 09,True,4,True,True,Sports,True,EA,True,84,0.37,19.95,X360,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
SimCity Creator,True,1,True,True,Simulation,True,EA,True,67,0.37,24.95,Nintendo Wii,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Tiger Woods PGA Tour 09,True,4,True,True,Sports,True,EA,True,82,0.36,19.95,PlayStation 3,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Sid Meier's Civilization: Revolution,True,1,True,True,"Simulation,Strategy",True,2K,True,80,0.36,17.95,Nintendo DS,M,True,2008,14.4,35.1,6.0,30,6.35,43.35,51.33,42.0,5,33.83,16.35,21.03,17.8,8,10.03,4.97,10.2,3.87,17,3.45
Pure,True,1,True,True,"Racing / Driving,Sports",True,Disney,True,83,0.36,17.95,PlayStation 3,M,True,2008,13.67,19.17,13.0,13,10.03,16.67,19.92,13.0,3,13.42,14.67,19.17,14.0,6,12.17,9.93,12.6,8.5,4,7.98
Turok,True,1,True,True,Action,True,Unknown,True,67,0.36,16.95,PlayStation 3,M,True,2008,9.72,24.37,7.75,32,6.57,12.2,25.55,10.0,11,8.55,8.37,10.85,7.03,8,6.55,8.45,16.35,7.0,13,6.05
Crash: Mind over Mutant,True,1,True,True,Action,True,Unknown,True,70,0.36,17.95,Nintendo Wii,E,True,2008,6.08,7.5,5.55,12,4.8,5.6,5.6,5.6,1,5.6,9.03,9.03,9.03,1,9.03,5.83,7.42,5.48,10,4.72
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,68,0.36,19.95,X360,E,True,2008,12.57,16.78,12.0,24,9.38,19.63,20.45,19.63,2,18.82,13.15,14.42,12.0,11,12.27,10.7,12.92,11.0,11,8.67
Frontlines: Fuel of War,True,1,True,True,Action,True,THQ,True,75,0.35,14.95,X360,M,True,2008,5.85,9.33,5.5,48,4.33,0.0,0.0,0.0,0,0.0,8.38,10.1,8.02,6,7.1,5.5,9.18,5.25,42,4.18
GRID,True,1,True,True,"Racing / Driving,Simulation,Sports",True,Unknown,True,87,0.35,19.95,X360,E,True,2008,28.58,106.42,23.13,78,17.17,47.18,114.63,37.4,21,28.63,24.57,34.32,24.75,16,18.32,20.62,40.65,22.0,41,14.9
Too Human,True,1,True,True,"Action,Role-Playing (RPG)",True,Microsoft,True,65,0.35,14.95,X360,T,True,2008,20.52,68.37,15.0,37,12.87,119.0,119.0,119.0,1,119.0,23.83,45.83,19.5,16,16.33,12.92,16.47,12.98,20,10.47
Speed Racer: The Videogame,True,2,True,True,Racing / Driving,True,Unknown,True,69,0.34,16.95,Nintendo Wii,M,True,2008,12.38,12.38,12.38,1,12.38,12.38,12.38,12.38,1,12.38,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
LEGO Indiana Jones: The Original Adventures,True,1,True,True,Action,True,Unknown,True,76,0.34,17.95,Sony PSP,E,True,2008,15.13,25.03,13.72,85,10.37,22.0,29.32,24.02,31,15.0,14.22,17.8,15.0,18,10.92,9.7,13.62,10.0,36,8.08
SEGA Bass Fishing,True,1,True,True,Sports,True,Sega,True,59,0.34,17.95,Nintendo Wii,E,True,2008,8.37,10.92,7.0,5,4.17,14.08,14.12,14.08,2,14.03,7.0,7.0,7.0,1,7.0,3.33,4.67,3.33,2,2.0
The Chronicles of Narnia: Prince Caspian,True,2,True,True,"Action,Role-Playing (RPG)",True,Disney,True,63,0.33,16.95,Nintendo Wii,M,True,2008,12.82,15.12,11.65,4,11.12,11.65,11.82,11.65,2,11.48,0.0,0.0,0.0,0,0.0,14.0,16.0,14.0,2,12.0
Iron Man,True,1,True,True,Action,True,Sega,True,56,0.33,14.95,Nintendo DS,M,True,2008,5.8,10.67,5.0,12,4.23,9.98,12.47,8.0,3,7.48,5.08,5.08,5.08,1,5.08,4.33,4.68,4.37,8,3.72
The Sims 2: Apartment Pets,True,1,True,True,Simulation,True,EA,True,50,0.33,17.95,Nintendo DS,M,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
MLB 08: The Show,True,1,True,True,Sports,True,Sony,True,83,0.33,14.95,Sony PSP,M,True,2008,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Iron Man,True,1,True,True,Action,True,Sega,True,42,0.33,17.95,PlayStation 3,T,True,2008,5.8,10.67,5.0,12,4.23,9.98,12.47,8.0,3,7.48,5.08,5.08,5.08,1,5.08,4.33,4.68,4.37,8,3.72
Madagascar: Escape 2 Africa,True,1,True,True,"Action,Adventure",True,Activision,True,55,0.32,17.95,Nintendo DS,T,True,2008,6.5,6.75,6.5,2,6.25,0.0,0.0,0.0,0,0.0,7.0,7.0,7.0,1,7.0,6.0,6.0,6.0,1,6.0
GRID,True,1,True,True,"Racing / Driving,Simulation,Sports",True,Unknown,True,87,0.31,24.95,PlayStation 3,T,True,2008,28.58,106.42,23.13,78,17.17,47.18,114.63,37.4,21,28.63,24.57,34.32,24.75,16,18.32,20.62,40.65,22.0,41,14.9
NHL 09,True,1,True,True,Sports,True,EA,True,88,0.31,19.95,PlayStation 3,M,True,2008,26.67,31.67,20.0,3,21.67,40.0,40.0,40.0,1,40.0,0.0,0.0,0.0,0,0.0,20.0,20.0,20.0,2,20.0
Banjo-Kazooie: Nuts & Bolts,True,1,True,True,"Action,Adventure,Racing / Driving,Sports",True,Microsoft,True,79,0.31,17.95,X360,E,True,2008,26.93,71.6,19.45,34,17.45,56.0,84.82,43.3,8,38.52,20.48,25.37,21.0,11,17.87,16.18,19.02,15.9,15,13.87
Hot Shots Golf: Out of Bounds,True,4,True,True,Sports,True,Sony,True,81,0.3,34.95,PlayStation 3,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Rune Factory 2: A Fantasy Harvest Moon,True,1,True,True,"Action,Role-Playing (RPG),Simulation",True,Unknown,True,79,0.3,17.95,Nintendo DS,T,True,2008,66.13,79.48,67.08,4,52.3,38.0,38.0,38.0,1,38.0,75.52,87.23,88.67,3,63.78,0.0,0.0,0.0,0,0.0
SimCity Creator,True,1,True,True,Simulation,True,EA,True,69,0.3,17.95,Nintendo DS,M,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Patapon,True,1,True,True,"Action,Strategy",True,Sony,True,86,0.3,17.95,Sony PSP,T,True,2008,19.9,35.17,16.78,38,13.72,33.42,42.48,32.55,4,24.77,27.7,36.2,27.08,7,20.8,15.88,23.72,15.0,27,12.27
Shaun White Snowboarding,True,1,True,True,Sports,True,Ubisoft,True,63,0.3,15.95,PlayStation 3,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Iron Man,True,1,True,True,Action,True,Sega,True,44,0.3,17.95,Nintendo Wii,T,True,2008,5.8,10.67,5.0,12,4.23,9.98,12.47,8.0,3,7.48,5.08,5.08,5.08,1,5.08,4.33,4.68,4.37,8,3.72
Sega Superstars Tennis,True,1,True,True,Sports,True,Sega,True,65,0.29,14.95,Nintendo DS,T,True,2008,7.88,8.57,8.0,5,7.08,0.0,0.0,0.0,0,0.0,8.58,8.88,8.58,2,8.28,7.4,7.85,8.0,3,6.97
Lost Planet: Extreme Condition,True,1,True,True,Action,True,Capcom,True,67,0.29,16.95,PlayStation 3,T,True,2008,8.87,14.47,9.0,92,6.55,12.7,15.6,9.7,3,9.8,9.52,12.73,9.4,15,8.48,8.57,13.27,8.48,74,6.35
Mirror's Edge,True,1,True,True,Action,True,EA,True,79,0.29,14.95,PlayStation 3,T,True,2008,7.02,34.83,6.33,1100,4.33,13.73,37.43,10.0,49,8.43,8.48,21.62,8.0,203,6.12,6.32,11.57,6.0,895,4.07
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,46,0.29,16.95,Nintendo Wii,T,True,2008,5.22,5.22,5.22,1,5.22,5.22,5.22,5.22,1,5.22,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Condemned 2: Bloodshot,True,1,True,True,"Action,Adventure",True,Sega,True,80,0.29,14.95,X360,T,True,2008,10.15,22.4,9.5,49,7.9,35.0,35.0,35.0,1,35.0,11.62,13.4,12.0,16,10.4,8.63,10.15,8.9,32,7.38
Sega Superstars Tennis,True,4,True,True,Sports,True,Sega,True,71,0.28,12.95,Nintendo Wii,E,True,2008,7.88,8.57,8.0,5,7.08,0.0,0.0,0.0,0,0.0,8.58,8.88,8.58,2,8.28,7.4,7.85,8.0,3,6.97
Speed Racer: The Videogame,True,1,True,True,Racing / Driving,True,Unknown,True,75,0.28,17.95,Nintendo DS,M,True,2008,12.38,12.38,12.38,1,12.38,12.38,12.38,12.38,1,12.38,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Viva Pi$?ata: Pocket Paradise,True,1,True,True,"Simulation,Strategy",True,THQ,True,82,0.28,17.95,Nintendo DS,T,True,2008,20.33,22.83,21.0,3,17.83,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,20.33,22.83,21.0,3,17.83
Tom Clancy's EndWar,True,1,True,True,Strategy,True,Ubisoft,True,76,0.28,17.95,PlayStation 3,M,True,2008,14.53,25.57,9.75,7,9.05,0.0,0.0,0.0,0,0.0,39.0,39.0,39.0,1,39.0,10.47,14.02,8.87,6,7.82
Iron Man,True,1,True,True,Action,True,Sega,True,45,0.28,17.95,X360,M,True,2008,5.8,10.67,5.0,12,4.23,9.98,12.47,8.0,3,7.48,5.08,5.08,5.08,1,5.08,4.33,4.68,4.37,8,3.72
Need for Speed: Undercover,True,4,True,True,Racing / Driving,True,EA,True,54,0.27,27.95,Nintendo Wii,E,True,2008,12.18,16.33,11.2,43,9.33,16.12,18.15,14.5,6,14.3,13.78,16.68,13.0,11,11.68,10.58,11.68,11.0,26,8.88
Wall-E,True,4,True,True,Action,True,THQ,True,50,0.27,14.95,X360,E,True,2008,7.35,10.52,6.72,7,5.27,6.0,6.0,6.0,1,6.0,14.0,14.0,14.0,1,14.0,6.28,8.25,6.72,5,5.0
Spectrobes: Beyond the Portals,True,1,True,True,"Action,Role-Playing (RPG)",True,Disney,True,70,0.27,11.95,Nintendo DS,M,True,2008,30.25,33.23,30.25,2,27.27,0.0,0.0,0.0,0,0.0,36.23,36.23,36.23,1,36.23,24.27,24.27,24.27,1,24.27
MX vs. ATV Untamed,True,1,True,True,Educational,True,Ubisoft,True,59,0.27,16.95,Sony PSP,T,True,2008,12.0,12.0,12.0,1,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12.0,12.0,12.0,1,12.0
Mercenaries 2: World in Flames,True,1,True,True,Action,True,EA,True,72,0.27,15.95,PlayStation 3,E,True,2008,22.87,37.28,20.27,18,14.78,37.0,43.25,30.0,3,30.75,24.67,26.33,24.5,6,22.28,16.95,19.0,18.0,9,12.73
Infinite Undiscovery,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,68,0.27,17.95,X360,T,True,2008,34.83,90.2,26.0,49,20.7,150.0,150.0,150.0,2,150.0,40.62,48.7,40.2,16,32.45,24.43,51.93,22.3,31,17.18
TNA iMPACT!,True,4,True,True,Sports,True,Midway,True,62,0.26,14.95,X360,M,True,2008,15.88,28.62,8.25,8,9.03,45.17,45.17,45.17,1,45.17,32.93,32.93,32.93,1,32.93,8.17,9.55,8.05,6,7.05
Enemy Territory: Quake Wars,True,1,True,True,Action,True,Activision,True,69,0.26,14.95,X360,T,True,2008,9.92,16.95,7.92,8,6.95,0.0,0.0,0.0,0,0.0,8.7,10.4,8.92,4,6.9,11.12,16.97,6.75,4,7.47
Fire Emblem: Shadow Dragon,True,1,True,True,"Role-Playing (RPG),Strategy",True,Nintendo,True,81,0.25,19.95,Nintendo DS,M,True,2008,23.32,36.87,21.85,71,16.87,36.88,40.12,34.5,6,34.27,26.1,38.17,24.3,16,18.68,20.75,26.68,20.0,49,15.77
Neopets Puzzle Adventure,True,1,True,True,"Adventure,Role-Playing (RPG),Strategy",True,Capcom,True,70,0.25,17.95,Nintendo DS,T,True,2008,3.0,3.0,3.0,1,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,3.0,1,3.0
Tales of Vesperia,True,1,True,True,"Adventure,Role-Playing (RPG)",True,Namco,True,79,0.25,27.95,X360,M,True,2008,71.78,177.15,56.87,218,44.65,190.32,240.7,192.5,16,130.7,75.18,114.58,70.15,92,48.83,51.68,75.17,49.0,110,39.67
SingStar ABBA,True,8,True,True,Action,True,Sony,True,70,0.24,17.95,PlayStation 3,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Dragon Ball Z: Burst Limit,True,2,True,True,Action,True,"Atari,Namco",True,72,0.24,17.95,X360,E,True,2008,8.05,16.0,6.0,19,5.0,0.0,0.0,0.0,0,0.0,21.67,24.17,25.0,3,19.17,5.5,7.32,5.58,16,4.27
Apollo Justice: Ace Attorney,True,1,True,True,"Adventure,Simulation",True,Capcom,True,78,0.24,24.95,Nintendo DS,T,True,2008,19.85,25.5,19.93,96,13.95,19.92,24.03,20.0,39,13.97,22.37,26.4,21.03,6,19.85,19.52,23.25,19.7,51,15.23
Castlevania: Order of Ecclesia,True,1,True,True,"Action,Adventure,Role-Playing (RPG)",True,Konami,True,85,0.24,24.95,Nintendo DS,T,True,2008,14.77,29.28,13.33,85,9.17,24.08,33.67,21.6,13,16.42,14.02,20.93,13.98,51,10.13,10.83,14.2,11.0,21,7.6
Mega Man Star Force 2: Zerker X Ninja,True,1,True,True,"Action,Role-Playing (RPG)",True,Capcom,True,55,0.24,17.95,Nintendo DS,T,True,2008,19.72,22.02,20.0,11,16.58,24.0,24.0,24.0,1,24.0,21.3,22.52,20.42,5,20.35,17.28,19.23,19.25,5,15.8
Enemy Territory: Quake Wars,True,1,True,True,Action,True,Activision,True,60,0.24,16.95,PlayStation 3,T,True,2008,9.92,16.95,7.92,8,6.95,0.0,0.0,0.0,0,0.0,8.7,10.4,8.92,4,6.9,11.12,16.97,6.75,4,7.47
Namco Museum: Virtual Arcade,True,1,True,True,"Action,Racing / Driving",True,Namco,True,63,0.24,17.95,X360,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
NASCAR 09,True,1,True,True,"Racing / Driving,Sports",True,EA,True,69,0.24,19.95,X360,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Turning Point: Fall of Liberty,True,1,True,True,Action,True,Unknown,True,43,0.24,7.95,X360,M,True,2008,5.12,6.1,5.0,14,4.13,5.22,5.22,5.22,1,5.22,3.22,3.22,3.22,1,3.22,5.27,6.15,5.0,12,4.57
Summer Athletics 2009,True,4,True,True,Sports,True,Unknown,True,56,0.23,19.95,Nintendo Wii,M,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Unreal Tournament III,True,2,True,True,Action,True,Midway,True,82,0.23,14.95,X360,M,True,2008,14.07,24.13,12.52,35,8.88,22.52,23.58,23.5,4,20.97,18.7,26.25,16.32,8,13.75,11.0,19.37,10.5,23,7.62
Shaun White Snowboarding,True,1,True,True,"Racing / Driving,Sports",True,Ubisoft,True,63,0.23,16.95,Nintendo DS,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Dark Sector,True,1,True,True,Action,True,Unknown,True,72,0.23,14.95,PlayStation 3,T,True,2008,9.17,15.35,8.57,52,6.03,16.95,20.4,21.0,3,13.48,9.83,11.45,10.0,15,8.45,8.2,10.85,8.3,34,5.72
The Last Remnant,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,66,0.23,14.95,X360,T,True,2008,87.28,151.57,75.0,73,55.57,151.33,186.33,150.0,13,127.33,79.25,118.55,75.0,41,54.37,60.78,80.93,63.0,19,45.93
Dragon Ball Z: Burst Limit,True,2,True,True,Action,True,"Atari,Namco",True,71,0.22,19.95,PlayStation 3,M,True,2008,8.05,16.0,6.0,19,5.0,0.0,0.0,0.0,0,0.0,21.67,24.17,25.0,3,19.17,5.5,7.32,5.58,16,4.27
NASCAR 09,True,1,True,True,"Racing / Driving,Sports",True,EA,True,65,0.22,22.95,PlayStation 3,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Turning Point: Fall of Liberty,True,1,True,True,Action,True,Unknown,True,42,0.22,7.95,PlayStation 3,T,True,2008,5.12,6.1,5.0,14,4.13,5.22,5.22,5.22,1,5.22,3.22,3.22,3.22,1,3.22,5.27,6.15,5.0,12,4.57
MX vs. ATV Untamed,True,1,True,True,Racing / Driving,True,THQ,True,70,0.22,24.95,Nintendo Wii,E,True,2008,12.0,12.0,12.0,1,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12.0,12.0,12.0,1,12.0
Crash: Mind over Mutant,True,1,True,True,Action,True,Unknown,True,60,0.22,24.95,X360,M,True,2008,6.08,7.5,5.55,12,4.8,5.6,5.6,5.6,1,5.6,9.03,9.03,9.03,1,9.03,5.83,7.42,5.48,10,4.72
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,0.22,17.95,X360,E,True,2008,5.22,5.22,5.22,1,5.22,5.22,5.22,5.22,1,5.22,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,70,0.22,17.95,X360,T,True,2008,10.13,14.93,9.6,58,7.93,13.13,16.5,12.87,5,9.75,11.55,15.58,10.82,12,9.58,9.35,14.58,9.0,41,7.58
TNA iMPACT!,True,4,True,True,Sports,True,Midway,True,64,0.21,12.95,PlayStation 3,M,True,2008,15.88,28.62,8.25,8,9.03,45.17,45.17,45.17,1,45.17,32.93,32.93,32.93,1,32.93,8.17,9.55,8.05,6,7.05
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,0.21,16.95,PlayStation 3,T,True,2008,5.22,5.22,5.22,1,5.22,5.22,5.22,5.22,1,5.22,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Kung Fu Panda,True,1,True,True,Action,True,Activision,True,76,0.21,19.95,PlayStation 3,M,True,2008,6.7,11.88,5.0,28,4.42,12.85,15.53,13.5,6,9.7,7.17,8.03,7.0,3,6.28,4.68,5.42,5.0,19,3.92
Dark Sector,True,1,True,True,Action,True,Unknown,True,72,0.21,13.95,X360,M,True,2008,9.17,15.35,8.57,52,6.03,16.95,20.4,21.0,3,13.48,9.83,11.45,10.0,15,8.45,8.2,10.85,8.3,34,5.72
Tales of Symphonia: Dawn of the New World,True,4,True,True,Role-Playing (RPG),True,Namco,True,68,0.2,24.95,Nintendo Wii,T,True,2008,41.0,79.43,36.77,74,29.13,87.63,106.92,100.03,5,73.48,44.23,61.28,42.0,29,35.68,32.82,39.82,32.5,40,26.03
Valkyrie Profile: Covenant of the Plume,True,1,True,True,"Role-Playing (RPG),Strategy",True,SquareEnix,True,74,0.2,24.95,Nintendo DS,M,True,2008,26.45,50.25,18.75,20,16.8,53.77,64.95,50.25,4,44.35,28.77,36.48,32.05,5,21.92,15.47,17.83,15.9,11,13.33
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,67,0.2,24.95,PlayStation 3,E,True,2008,12.57,16.78,12.0,24,9.38,19.63,20.45,19.63,2,18.82,13.15,14.42,12.0,11,12.27,10.7,12.92,11.0,11,8.67
TV Show King,True,4,True,True,Strategy,True,Unknown,True,65,0.19,17.95,Nintendo Wii,T,True,2008,30.0,30.0,30.0,2,30.0,30.0,30.0,30.0,2,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
