Region,Month,Day,Year,Trigger,Weak Layer,Depth_inches,Vertical_inches,Aspect,Elevation_feet
Logan,2,11,2014,Snowmobiler,Facets,12.0,1800.0,West,6700.0
Salt Lake,2,14,2014,Natural,Facets,48.0,4800.0,Northeast,10000.0
Salt Lake,2,13,2014,Natural,Facets,24.0,7200.0,Northeast,10000.0
Salt Lake,2,14,2014,Natural,Facets,42.0,12000.0,North,9800.0
Salt Lake,2,14,2014,Snowboarder,Depth Hoar,36.0,12000.0,Northeast,9800.0
Salt Lake,2,14,2014,Natural,Depth Hoar,6.0,7200.0,Northeast,10500.0
Salt Lake,2,15,2014,Snowboarder,Depth Hoar,48.0,9600.0,East,10000.0
Provo,2,14,2014,Natural,Density Change,24.0,42000.0,West,10100.0
Salt Lake,2,15,2014,Natural,New Snow/Old Snow Interface,24.0,1200.0,Northeast,10000.0
Skyline,2,15,2014,Snowmobiler,Depth Hoar,60.0,4800.0,Northeast,9900.0
Logan,2,15,2014,Unknown,Depth Hoar,30.0,2400.0,East,7000.0
Salt Lake,2,15,2014,Unknown,New Snow/Old Snow Interface,8.0,9600.0,Southeast,9500.0
Abajos,2,9,2014,Natural,Facets,36.0,12000.0,Northeast,10200.0
Moab,2,8,2014,Natural,New Snow/Old Snow Interface,24.0,12000.0,Northeast,11300.0
Uintas,2,15,2014,Explosive,Ground Interface,84.0,18000.0,Northeast,10400.0
Moab,2,10,2014,Natural,Facets,36.0,4800.0,North,10000.0
Provo,2,16,2014,Natural,Facets,48.0,24000.0,Northeast,8000.0
Ogden,2,13,2014,Natural,Depth Hoar,36.0,1800.0,Northeast,9000.0
Provo,2,16,2014,Natural,Facets,36.0,600.0,Northeast,9400.0
Uintas,2,16,2014,Natural,Ground Interface,72.0,6000.0,Northeast,10600.0
Uintas,2,16,2014,Natural,Ground Interface,48.0,4800.0,Northeast,10400.0
Uintas,2,17,2014,Natural,Ground Interface,36.0,1200.0,Northeast,9800.0
Logan,2,15,2014,Natural,Facets,17.0,4800.0,Northeast,6400.0
Provo,2,14,2014,Natural,Facets,36.0,720.0,Northwest,7500.0
Logan,2,15,2014,Unknown,Depth Hoar,48.0,6000.0,Northeast,9400.0
Uintas,2,18,2014,Natural,Ground Interface,144.0,18000.0,Northeast,10400.0
Provo,2,19,2014,Unknown,New Snow/Old Snow Interface,16.0,4800.0,Northeast,8900.0
Uintas,2,21,2014,Skier,Facets,36.0,7200.0,Northeast,10400.0
Logan,2,24,2014,Natural,New Snow/Old Snow Interface,18.0,3600.0,East,9200.0
Uintas,2,22,2014,Natural,Ground Interface,144.0,4800.0,Northeast,10600.0
Uintas,2,23,2014,Snowmobiler,Facets,36.0,2100.0,East,10600.0
Uintas,2,25,2014,Natural,Facets,48.0,7200.0,Southeast,10800.0
Salt Lake,2,27,2014,Skier,Density Change,4.0,4800.0,West,9400.0
Salt Lake,2,21,2014,Unknown,Unknown,54.0,3600.0,Northeast,9700.0
Salt Lake,2,28,2014,Skier,Density Change,12.0,3600.0,Southeast,9700.0
Salt Lake,2,28,2014,Snowboarder,Density Change,12.0,2400.0,Northeast,10300.0
Salt Lake,2,28,2014,Snowboarder,New Snow,14.0,15000.0,Northeast,9900.0
Salt Lake,2,28,2014,Skier,New Snow/Old Snow Interface,12.0,104931.137691769,Northeast,960.7726003553
Salt Lake,2,28,2014,Snowboarder,New Snow,14.0,9600.0,Northeast,10600.0
Salt Lake,2,28,2014,Natural,New Snow/Old Snow Interface,15.0,6000.0,East,10000.0
Logan,3,1,2014,Skier,Facets,36.0,600.0,Northeast,8100.0
Salt Lake,3,1,2014,Skier,Density Change,16.0,2400.0,North,9700.0
Salt Lake,3,1,2014,Natural,Facets,72.0,10800.0,North,10600.0
Moab,3,1,2014,Natural,New Snow/Old Snow Interface,18.0,3600.0,Northeast,11000.0
Salt Lake,3,1,2014,Natural,Depth Hoar,42.0,6000.0,West,9900.0
Uintas,3,1,2014,Natural,Ground Interface,120.0,12000.0,Northeast,10600.0
Uintas,3,2,2014,Skier,Ground Interface,36.0,10800.0,Southwest,10000.0
Uintas,3,1,2014,Natural,Depth Hoar,36.0,2400.0,Northeast,10600.0
Uintas,3,1,2014,Natural,Depth Hoar,36.0,5400.0,North,10500.0
Moab,3,1,2014,Natural,Facets,48.0,12000.0,Northeast,11200.0
Provo,3,7,2014,Skier,Facets,36.0,12000.0,North,10000.0
Provo,3,1,2014,Natural,Facets,72.0,12000.0,Northeast,10000.0
Salt Lake,3,8,2014,Skier,Unknown,6.0,4800.0,Northeast,10500.0
Salt Lake,3,12,2014,Skier,New Snow,6.0,2400.0,Southeast,9200.0
Logan,3,12,2014,Snowboarder,New Snow,10.0,3600.0,North,8800.0
Salt Lake,3,15,2014,Skier,New Snow/Old Snow Interface,8.0,1800.0,North,9900.0
Salt Lake,3,27,2014,Skier,New Snow/Old Snow Interface,12.0,3000.0,East,10400.0
Salt Lake,3,27,2014,Skier,Facets,10.0,1200.0,North,10200.0
Salt Lake,3,28,2014,Skier,New Snow/Old Snow Interface,22.0,2400.0,Northwest,10400.0
Salt Lake,3,27,2014,Natural,Unknown,10.0,5400.0,Northeast,10500.0
Salt Lake,3,28,2014,Skier,Graupel,18.0,4800.0,Unknown,9700.0
Salt Lake,3,29,2014,Skier,New Snow/Old Snow Interface,12.0,2400.0,North,10300.0
Salt Lake,3,29,2014,Skier,New Snow/Old Snow Interface,18.0,3600.0,North,9800.0
Logan,3,28,2014,Natural,Unknown,14.0,1800.0,East,9400.0
Logan,3,28,2014,Natural,Unknown,14.0,4800.0,Northeast,9100.0
Salt Lake,3,29,2014,Unknown,New Snow,8.0,1800.0,Northeast,10200.0
Salt Lake,4,1,2014,Skier,New Snow/Old Snow Interface,12.0,1200.0,East,9400.0
Salt Lake,4,1,2014,Skier,New Snow,6.0,4800.0,Northeast,9500.0
Salt Lake,4,1,2014,Skier,New Snow/Old Snow Interface,8.0,2100.0,North,9500.0
Salt Lake,4,1,2014,Skier,Density Change,12.0,3000.0,Northeast,10300.0
Salt Lake,4,1,2014,Skier,Density Change,12.0,2400.0,West,9800.0
Uintas,4,2,2014,Skier,New Snow/Old Snow Interface,24.0,2400.0,Northwest,10200.0
Salt Lake,4,2,2014,Skier,New Snow/Old Snow Interface,18.0,4800.0,Northeast,10300.0
Ogden,4,2,2014,Snowboarder,Unknown,9.0,4800.0,Southeast,8100.0
Logan,4,6,2014,Natural,New Snow/Old Snow Interface,6.0,6000.0,Northwest,7000.0
Salt Lake,4,7,2014,Skier,New Snow,8.0,1200.0,East,10100.0
Logan,4,7,2014,Snowboarder,New Snow/Old Snow Interface,4.0,7200.0,Northeast,9200.0
Salt Lake,4,7,2014,Unknown,New Snow/Old Snow Interface,10.0,1200.0,South,11000.0
Logan,4,10,2014,Natural,New Snow/Old Snow Interface,12.0,10800.0,Northwest,8400.0
Provo,4,11,2014,Natural,Wet grains,36.0,9600.0,Southeast,10600.0
Salt Lake,4,11,2014,Natural,Ground Interface,36.0,36000.0,Northwest,9600.0
Provo,4,11,2014,Natural,Unknown,12.0,4800.0,Northeast,8900.0
Salt Lake,4,11,2014,Natural,Unknown,24.0,10800.0,Northwest,10200.0
Salt Lake,4,27,2014,Skier,New Snow/Old Snow Interface,8.0,24000.0,Southeast,10500.0
Salt Lake,4,28,2014,Skier,Density Change,6.0,6000.0,Northeast,9700.0
Salt Lake,4,28,2014,Unknown,New Snow,18.0,1200.0,Northeast,10000.0
Logan,4,27,2014,Snowboarder,New Snow/Old Snow Interface,8.0,10800.0,North,9400.0
Salt Lake,4,27,2014,Unknown,Unknown,36.0,4800.0,Northeast,9700.0
Salt Lake,4,28,2014,Skier,New Snow,15.0,2400.0,East,9800.0
Salt Lake,4,28,2014,Skier,New Snow/Old Snow Interface,14.0,3600.0,Southeast,10200.0
Salt Lake,11,15,2014,Natural,Facets,18.0,7200.0,Northeast,10500.0
Salt Lake,11,15,2014,Natural,Facets,12.0,2100.0,North,10200.0
Salt Lake,11,15,2014,Skier,Facets,18.0,1500.0,Northeast,10400.0
Salt Lake,11,15,2014,Skier,Facets,12.0,1500.0,Northwest,10400.0
Salt Lake,11,15,2014,Skier,Facets,12.0,7200.0,North,10000.0
Salt Lake,11,15,2014,Natural,Facets,10.0,600.0,North,9800.0
Salt Lake,11,15,2014,Natural,Facets,14.0,4200.0,North,10100.0
Salt Lake,11,15,2014,Natural,Facets,16.0,6000.0,Northeast,10500.0
Salt Lake,11,18,2014,Natural,Facets,18.0,12000.0,Northeast,10700.0
Salt Lake,11,23,2014,Unknown,Depth Hoar,20.0,7200.0,North,10200.0
Salt Lake,11,23,2014,Skier,Facets,18.0,9600.0,Northeast,10100.0
Salt Lake,11,23,2014,Skier,Facets,18.0,9600.0,Northeast,9400.0
Salt Lake,11,23,2014,Skier,Facets,18.0,1800.0,North,10000.0
Salt Lake,11,23,2014,Skier,Facets,36.0,2400.0,Northeast,9300.0
Salt Lake,11,23,2014,Skier,Facets,36.0,7200.0,Northeast,9800.0
Salt Lake,11,24,2014,Skier,Ground Interface,30.0,3600.0,Northeast,9800.0
Salt Lake,11,26,2014,Skier,Facets,72.0,3000.0,North,10400.0
Salt Lake,11,26,2014,Natural,Facets,36.0,10800.0,Northeast,10800.0
Skyline,11,23,2014,Natural,Facets,24.0,600.0,Northeast,9600.0
Salt Lake,11,27,2014,Skier,Facets,24.0,12000.0,Northeast,10100.0
Salt Lake,11,29,2014,Snowboarder,Depth Hoar,30.0,7200.0,Northwest,10500.0
Salt Lake,12,11,2014,Skier,Facets,14.0,1800.0,North,9400.0
Logan,12,12,2014,Skier,Facets,6.0,6000.0,Northeast,9400.0
Salt Lake,12,15,2014,Skier,New Snow,6.0,4800.0,Southeast,10500.0
Salt Lake,12,19,2014,Skier,Facets,10.0,3600.0,Northeast,9600.0
Salt Lake,12,21,2014,Natural,Facets,12.0,240.0,Unknown,8600.0
Salt Lake,12,21,2014,Natural,New Snow/Old Snow Interface,7.0,1800.0,Northeast,10100.0
Salt Lake,12,22,2014,Skier,Unknown,24.0,4800.0,North,9900.0
Salt Lake,12,22,2014,Skier,Facets,12.0,9600.0,North,9400.0
Uintas,12,22,2014,Snowmobiler,New Snow,18.0,1800.0,North,9600.0
Salt Lake,12,22,2014,Natural,Facets,18.0,9600.0,East,10000.0
Uintas,12,23,2014,Snowmobiler,New Snow,96.0,2400.0,East,10200.0
Salt Lake,12,22,2014,Natural,Facets,16.0,6000.0,East,9300.0
Salt Lake,12,22,2014,Unknown,Facets,20.0,6000.0,Northeast,9300.0
Skyline,12,21,2014,Natural,Facets,36.0,3600.0,East,10000.0
Salt Lake,12,26,2014,Skier,Facets,30.0,6000.0,Northeast,9700.0
Salt Lake,12,27,2014,Skier,Density Change,36.0,4800.0,Northeast,9400.0
Salt Lake,12,26,2014,Skier,Facets,30.0,6000.0,Northeast,9700.0
Salt Lake,12,29,2014,Skier,Facets,36.0,12000.0,Northeast,9400.0
Logan,12,28,2014,Natural,New Snow/Old Snow Interface,12.0,3000.0,East,8900.0
Skyline,12,30,2014,Natural,Facets,2.0,1800.0,North,9600.0
Logan,1,5,2015,Natural,New Snow/Old Snow Interface,12.0,1200.0,Southeast,7400.0
Logan,1,6,2015,Natural,Unknown,6.0,4800.0,Southeast,8800.0
Salt Lake,1,6,2015,Skier,Facets,24.0,7200.0,Northeast,9400.0
Salt Lake,1,3,2015,Unknown,Facets,3.0,3000.0,Northeast,9800.0
Salt Lake,1,4,2015,Skier,Depth Hoar,24.0,4200.0,North,9600.0
Moab,12,31,2014,Natural,Facets,48.0,12000.0,West,11900.0
Moab,12,31,2014,Unknown,Facets,36.0,5400.0,North,11300.0
Salt Lake,1,13,2015,Skier,Density Change,5.0,1200.0,East,9700.0
Salt Lake,1,12,2015,Skier,Unknown,16.0,360.0,Northeast,9900.0
Salt Lake,1,13,2015,Skier,New Snow/Old Snow Interface,12.0,6000.0,East,9200.0
Salt Lake,1,14,2015,Natural,New Snow/Old Snow Interface,24.0,9600.0,Northeast,10000.0
Salt Lake,1,14,2015,Skier,New Snow,10.0,12000.0,Northeast,9800.0
Logan,1,14,2015,Natural,New Snow/Old Snow Interface,6.0,960.0,East,9400.0
Logan,1,14,2015,Natural,New Snow/Old Snow Interface,6.0,1200.0,East,8500.0
Salt Lake,1,15,2015,Natural,New Snow/Old Snow Interface,18.0,4800.0,East,10500.0
Uintas,1,14,2015,Snowmobiler,New Snow/Old Snow Interface,14.0,2400.0,Northeast,10200.0
Salt Lake,1,14,2015,Natural,Ground Interface,36.0,12000.0,Northeast,9800.0
Provo,1,15,2015,Natural,New Snow/Old Snow Interface,11.0,3000.0,South,10600.0
Provo,1,15,2015,Skier,New Snow/Old Snow Interface,12.0,2400.0,West,8700.0
Uintas,1,14,2015,Unknown,Facets,24.0,2400.0,North,10400.0
Moab,1,12,2015,Natural,New Snow/Old Snow Interface,24.0,8400.0,Northeast,11600.0
Moab,1,12,2015,Natural,Depth Hoar,30.0,5400.0,Northeast,11600.0
Salt Lake,1,16,2015,Skier,New Snow/Old Snow Interface,18.0,3600.0,Northeast,9500.0
Moab,1,12,2015,Natural,New Snow/Old Snow Interface,2.0,7200.0,East,11200.0
Logan,1,16,2015,Natural,Surface Hoar,24.0,3000.0,North,8600.0
Salt Lake,1,17,2015,Skier,New Snow/Old Snow Interface,8.0,2400.0,East,10200.0
Logan,1,17,2015,Snowmobiler,New Snow/Old Snow Interface,8.0,960.0,North,9200.0
Moab,1,17,2015,Skier,Ground Interface,48.0,21000.0,Northeast,12100.0
Salt Lake,1,19,2015,Skier,Ground Interface,14.0,1200.0,Northeast,9500.0
Skyline,1,22,2015,Snowmobiler,Density Change,30.0,1800.0,East,10000.0
Salt Lake,1,26,2015,Natural,New Snow/Old Snow Interface,6.0,3000.0,Northeast,10200.0
Logan,2,4,2015,Unknown,New Snow,24.0,8400.0,East,9400.0
Logan,2,4,2015,Snowmobiler,New Snow/Old Snow Interface,24.0,1200.0,Southeast,8600.0
Salt Lake,2,4,2015,Skier,New Snow/Old Snow Interface,12.0,7200.0,East,9600.0
Salt Lake,2,5,2015,Skier,Wet grains,6.0,4200.0,Southeast,10200.0
Salt Lake,2,5,2015,Skier,New Snow,4.0,1200.0,Northeast,10000.0
Logan,2,5,2015,Snowmobiler,Facets,30.0,3600.0,East,9000.0
Logan,2,5,2015,Snowmobiler,Facets,30.0,4800.0,East,9600.0
Logan,2,6,2015,Natural,New Snow/Old Snow Interface,24.0,4800.0,Northeast,9600.0
Logan,2,4,2015,Snowmobiler,Facets,24.0,1200.0,North,8800.0
Logan,2,5,2015,Snowmobiler,Facets,30.0,2400.0,East,9200.0
Uintas,2,10,2015,Skier,Facets,30.0,1200.0,North,10400.0
Ogden,2,21,2015,Natural,New Snow/Old Snow Interface,2.0,480.0,Northeast,6500.0
Salt Lake,2,22,2015,Skier,New Snow/Old Snow Interface,12.0,3600.0,Northeast,9200.0
Salt Lake,2,23,2015,Skier,Unknown,8.0,600.0,Northwest,9900.0
Salt Lake,2,28,2015,Snowboarder,Unknown,18.0,3600.0,Northeast,10400.0
Uintas,2,28,2015,Snowboarder,New Snow/Old Snow Interface,15.0,8400.0,North,11000.0
Salt Lake,3,3,2015,Natural,New Snow/Old Snow Interface,13.0,9600.0,Northeast,10100.0
Logan,3,3,2015,Natural,New Snow/Old Snow Interface,10.0,4800.0,East,8900.0
Salt Lake,3,4,2015,Skier,Facets,24.0,6000.0,Northeast,9500.0
Skyline,3,4,2015,Snowmobiler,New Snow/Old Snow Interface,36.0,4200.0,Northeast,10000.0
Skyline,3,3,2015,Natural,New Snow/Old Snow Interface,24.0,840.0,Northeast,8700.0
Salt Lake,3,4,2015,Skier,Facets,24.0,8400.0,North,10000.0
Skyline,3,4,2015,Skier,Facets,30.0,6000.0,Northeast,10300.0
Salt Lake,3,4,2015,Skier,Facets,30.0,4800.0,North,10200.0
Salt Lake,3,4,2015,Skier,Facets,18.0,2400.0,East,9500.0
Skyline,3,2,2015,Natural,Facets,14.0,6000.0,Northeast,10300.0
Salt Lake,3,4,2015,Skier,Facets,8.0,2400.0,East,10500.0
Salt Lake,3,4,2015,Skier,Facets,36.0,8400.0,North,10100.0
Uintas,3,7,2015,Snowmobiler,New Snow/Old Snow Interface,30.0,3000.0,Southeast,9800.0
Skyline,3,3,2015,Snowmobiler,Facets,20.0,1200.0,North,9200.0
Skyline,3,3,2015,Natural,Facets,30.0,8400.0,North,10800.0
Skyline,3,3,2015,Natural,Facets,24.0,7200.0,Northeast,10600.0
Skyline,3,3,2015,Natural,Facets,24.0,960.0,North,10200.0
Skyline,3,7,2015,Snowmobiler,Facets,30.0,3600.0,Northeast,10200.0
Skyline,3,7,2015,Snowmobiler,Facets,30.0,3600.0,Northeast,10200.0
Skyline,3,8,2015,Snowmobiler,Facets,24.0,3600.0,Northeast,10400.0
Uintas,3,9,2015,Skier,Facets,24.0,1200.0,Northwest,10600.0
Logan,3,8,2015,Skier,Facets,12.0,2400.0,North,8700.0
Skyline,3,12,2015,Snowmobiler,Facets,24.0,1200.0,Northeast,9700.0
Skyline,3,11,2015,Snowmobiler,Facets,30.0,5400.0,Northeast,10200.0
Skyline,3,11,2015,Snowmobiler,Facets,30.0,3600.0,East,10100.0
Salt Lake,3,16,2015,Skier,Facets,24.0,4800.0,Northeast,9500.0
Salt Lake,3,24,2015,Skier,New Snow/Old Snow Interface,7.0,1500.0,North,10500.0
Salt Lake,3,24,2015,Skier,New Snow/Old Snow Interface,8.0,6000.0,Northeast,10500.0
Salt Lake,3,25,2015,Skier,New Snow/Old Snow Interface,12.0,3600.0,East,11000.0
Uintas,3,25,2015,Natural,New Snow/Old Snow Interface,24.0,3600.0,Northeast,10700.0
Salt Lake,4,15,2015,Skier,New Snow,12.0,4800.0,Northeast,10100.0
Salt Lake,4,26,2015,Skier,Density Change,4.0,4800.0,Northwest,10000.0
Salt Lake,5,3,2015,Skier,Wet grains,6.0,3600.0,Unknown,10500.0
Salt Lake,5,2,2015,Natural,Wet grains,24.0,3600.0,Northeast,10600.0
Salt Lake,11,11,2015,Skier,Facets,8.0,9600.0,Northeast,10200.0
Salt Lake,11,11,2015,Skier,New Snow,"15.0""",1800.0,Northeast,10500.0
Salt Lake,11,11,2015,Skier,Facets,6.0,2400.0,Northeast,10400.0
Salt Lake,11,16,2015,Skier,Facets,8.0,240.0,Northwest,9400.0
Uintas,11,25,2015,Natural,Ground Interface,24.0,6000.0,Northeast,10400.0
Skyline,11,30,2015,Unknown,Facets,1.0,240.0,Northeast,9700.0
Salt Lake,12,6,2015,Snowshoer,Density Change,10.0,120.0,Northwest,9500.0
Salt Lake,12,6,2015,Skier,New Snow/Old Snow Interface,8.0,3000.0,Northeast,10000.0
Moab,12,12,2015,Skier,Facets,12.0,2400.0,Northwest,10000.0
Uintas,12,16,2015,Skier,Facets,16.0,1200.0,Northeast,10200.0
Moab,12,15,2015,Natural,New Snow/Old Snow Interface,24.0,5400.0,East,11200.0
Uintas,12,17,2015,Skier,New Snow/Old Snow Interface,18.0,1200.0,Northeast,9900.0
Salt Lake,12,17,2015,Skier,Facets,36.0,8400.0,Northeast,9700.0
Salt Lake,12,17,2015,Skier,Facets,48.0,9600.0,Northeast,9900.0
Salt Lake,12,17,2015,Skier,Facets,24.0,8400.0,Northeast,9300.0
Skyline,12,19,2015,Snowmobiler,Facets,48.0,3000.0,East,10200.0
Logan,12,19,2015,Snowboarder,Facets,18.0,3000.0,North,8400.0
Salt Lake,12,21,2015,Natural,New Snow/Old Snow Interface,12.0,2400.0,North,10000.0
Salt Lake,12,21,2015,Snowboarder,Density Change,24.0,240.0,North,10200.0
Salt Lake,12,22,2015,Skier,Facets,24.0,1800.0,North,9000.0
Salt Lake,12,22,2015,Natural,Facets,30.0,4800.0,North,10200.0
Salt Lake,12,22,2015,Skier,Facets,42.0,1200.0,East,9300.0
Uintas,12,22,2015,Natural,New Snow/Old Snow Interface,2.0,1800.0,Unknown,9000.0
Uintas,12,23,2015,Skier,New Snow/Old Snow Interface,16.0,1500.0,Northeast,10100.0
Provo,12,23,2015,Natural,Unknown,72.0,4800.0,Southwest,9800.0
Salt Lake,12,23,2015,Natural,Depth Hoar,84.0,2400.0,North,9400.0
Uintas,12,24,2015,Snowmobiler,Facets,54.0,2400.0,Northeast,9600.0
Moab,12,23,2015,Natural,Facets,36.0,12000.0,Unknown,11400.0
Salt Lake,12,23,2015,Natural,Unknown,48.0,12000.0,Northwest,9800.0
Salt Lake,12,23,2015,Natural,Unknown,36.0,30000.0,Northeast,10000.0
Uintas,12,26,2015,Snowmobiler,Unknown,24.0,3600.0,West,9600.0
Uintas,12,26,2015,Snowmobiler,Facets,84.0,6000.0,East,10000.0
Logan,12,24,2015,Unknown,Facets,48.0,8400.0,East,9500.0
Moab,12,26,2015,Natural,Ground Interface,72.0,12000.0,East,11800.0
Moab,12,26,2015,Natural,New Snow/Old Snow Interface,36.0,10800.0,Unknown,11600.0
Moab,12,26,2015,Natural,Facets,36.0,10800.0,North,11200.0
Moab,12,26,2015,Natural,New Snow/Old Snow Interface,30.0,4200.0,Southeast,11300.0
Moab,12,26,2015,Natural,New Snow/Old Snow Interface,30.0,4200.0,Southwest,11800.0
Logan,12,23,2015,Natural,Facets,36.0,8400.0,North,8800.0
Salt Lake,12,23,2015,Unknown,Facets,30.0,4800.0,North,9900.0
Moab,12,26,2015,Natural,Facets,30.0,4800.0,North,10900.0
Logan,12,24,2015,Natural,Facets,36.0,18000.0,Northwest,8700.0
Provo,1,1,2016,Skier,Facets,18.0,2400.0,North,10300.0
Salt Lake,1,1,2016,Skier,Surface Hoar,5.0,2400.0,Northwest,9000.0
Logan,1,1,2016,Natural,Unknown,12.0,3600.0,Southwest,8200.0
Salt Lake,1,7,2016,Skier,Facets,30.0,3600.0,Northeast,9300.0
Salt Lake,1,7,2016,Skier,Facets,12.0,2400.0,Northeast,9800.0
Salt Lake,1,8,2016,Natural,Facets,20.0,1800.0,North,9800.0
Salt Lake,1,9,2016,Snowboarder,New Snow,12.0,2400.0,North,10000.0
Salt Lake,1,9,2016,Skier,Facets,12.0,3600.0,West,9500.0
Salt Lake,1,10,2016,Skier,Unknown,10.0,7200.0,East,10000.0
Salt Lake,1,11,2016,Skier,Facets,14.0,960.0,South,10500.0
Salt Lake,1,13,2016,Natural,New Snow,10.0,1800.0,East,10000.0
Salt Lake,1,15,2016,Skier,Depth Hoar,18.0,1800.0,North,10200.0
Salt Lake,1,16,2016,Skier,Ground Interface,20.0,3000.0,North,8500.0
Ogden,1,16,2016,Skier,New Snow,12.0,360.0,Northeast,8200.0
Logan,1,17,2016,Skier,New Snow/Old Snow Interface,15.0,600.0,Northeast,6900.0
Logan,1,16,2016,Snowboarder,New Snow,24.0,4200.0,Southeast,8800.0
Salt Lake,1,16,2016,Unknown,Facets,24.0,4200.0,North,8700.0
Provo,1,19,2016,Skier,Facets,18.0,6000.0,East,9700.0
Salt Lake,1,19,2016,Skier,Facets,24.0,5400.0,Northeast,9900.0
Logan,1,19,2016,Snowmobiler,Facets,48.0,7200.0,East,9700.0
Logan,1,19,2016,Snowmobiler,Facets,24.0,7200.0,South,9000.0
Salt Lake,1,20,2016,Skier,New Snow,8.0,600.0,Unknown,9400.0
Logan,1,19,2016,Snowmobiler,Facets,30.0,3000.0,South,8500.0
Salt Lake,1,20,2016,Skier,Density Change,13.0,8400.0,East,9200.0
Salt Lake,1,20,2016,Skier,Facets,8.0,2400.0,East,8700.0
Salt Lake,1,20,2016,Skier,Unknown,16.0,360.0,North,8500.0
Uintas,1,20,2016,Skier,New Snow,6.0,1370.8584627096,Northeast,26030.9711159201
Skyline,1,20,2016,Natural,Facets,30.0,8400.0,Northeast,8500.0
Salt Lake,1,20,2016,Natural,Facets,36.0,9600.0,Northeast,10000.0
Provo,1,21,2016,Snowmobiler,Facets,21.0,3000.0,East,10100.0
Southwest,1,21,2016,Unknown,Unknown,48.0,480.0,Northeast,9800.0
Salt Lake,1,21,2016,Skier,Facets,18.0,15000.0,South,10000.0
Logan,1,21,2016,Snowmobiler,Facets,36.0,10587.9951794893,Southeast,23526.4333695388
Logan,1,21,2016,Snowmobiler,Facets,48.0,2400.0,East,9500.0
Logan,1,19,2016,Skier,Facets,36.0,3600.0,Southeast,8500.0
Logan,1,23,2016,Snowmobiler,Facets,30.0,5400.0,Southeast,9300.0
Salt Lake,1,24,2016,Skier,Unknown,10.0,3000.0,Southeast,10500.0
Salt Lake,1,24,2016,Natural,Facets,36.0,18000.0,Southwest,9700.0
Salt Lake,1,24,2016,Natural,Facets,24.0,21000.0,Southeast,9500.0
Salt Lake,1,25,2016,Natural,New Snow/Old Snow Interface,30.0,4800.0,North,9800.0
Logan,1,25,2016,Natural,New Snow/Old Snow Interface,14.0,6000.0,East,9500.0
Salt Lake,1,26,2016,Skier,Unknown,17.0,4800.0,North,10100.0
Salt Lake,1,26,2016,Skier,Depth Hoar,30.0,4200.0,North,9900.0
Skyline,1,26,2016,Snowmobiler,Facets,48.0,1200.0,East,10200.0
Skyline,1,24,2016,Natural,Facets,36.0,8400.0,Northeast,10300.0
Logan,1,27,2016,Skier,New Snow/Old Snow Interface,11.0,4800.0,East,8000.0
Uintas,1,27,2016,Snowmobiler,Unknown,"120.0""",4800.0,Southwest,9500.0
Logan,1,30,2016,Snowshoer,New Snow/Old Snow Interface,14.0,600.0,Northwest,5600.0
Moab,1,30,2016,Skier,Unknown,9.0,960.0,Northeast,10000.0
Logan,2,1,2016,Natural,Depth Hoar,48.0,9600.0,North,8900.0
Salt Lake,1,31,2016,Skier,Facets,36.0,3600.0,Northwest,9100.0
Provo,2,2,2016,Natural,New Snow/Old Snow Interface,18.0,5400.0,East,10200.0
Skyline,2,3,2016,Skier,Facets,20.0,7200.0,Northeast,9000.0
Salt Lake,2,5,2016,Skier,Density Change,5.0,240.0,North,9800.0
Skyline,2,13,2016,Snowmobiler,Facets,24.0,4800.0,Northeast,9900.0
Moab,2,13,2016,Snowboarder,Density Change,11.0,840.0,North,10900.0
Salt Lake,2,15,2016,Skier,New Snow/Old Snow Interface,6.0,8400.0,Northeast,9400.0
Logan,2,15,2016,Natural,Wet grains,18.0,4800.0,West,6200.0
Logan,2,15,2016,Natural,Unknown,12.0,6000.0,North,6200.0
Salt Lake,2,17,2016,Natural,Ground Interface,36.0,12000.0,Northeast,9800.0
Logan,2,16,2016,Natural,Ground Interface,24.0,9600.0,North,6600.0
Salt Lake,2,18,2016,Natural,Ground Interface,30.0,6000.0,East,9000.0
Skyline,2,18,2016,Natural,New Snow,5.0,240.0,Northeast,9800.0
Skyline,2,19,2016,Snowmobiler,Facets,30.0,6000.0,Northeast,10500.0
Skyline,2,13,2016,Snowmobiler,Facets,20.0,6000.0,East,10400.0
Salt Lake,2,20,2016,Natural,Ground Interface,48.0,600.0,Northeast,8300.0
Salt Lake,2,19,2016,Natural,Unknown,6.0,3000.0,Northeast,6700.0
Uintas,2,21,2016,Snowmobiler,Depth Hoar,42.0,1800.0,Northwest,10000.0
Salt Lake,2,22,2016,Natural,Ground Interface,60.0,15000.0,Unknown,10400.0
Salt Lake,3,9,2016,Skier,New Snow/Old Snow Interface,4.0,4800.0,East,10400.0
Moab,3,9,2016,Skier,Facets,12.0,2400.0,Northeast,11000.0
Logan,3,12,2016,Natural,New Snow/Old Snow Interface,12.0,6000.0,East,9400.0
Salt Lake,3,15,2016,Skier,New Snow,8.0,120.0,Northeast,9900.0
Salt Lake,3,15,2016,Skier,New Snow/Old Snow Interface,10.0,11209.6235148269,Northeast,1396.1592365183
Salt Lake,3,15,2016,Snowboarder,New Snow/Old Snow Interface,4.0,120.0,Northeast,9500.0
Salt Lake,3,15,2016,Skier,New Snow/Old Snow Interface,18.0,1800.0,North,9500.0
