Title,Handheld?,Max Players,Multiplatform?,Online?,Genres,Licensed?,Publishers,Sequel,Review Score,Sales,Used Price,Console,Rating,Re-release?,Year,CT_All,CT_Comp,CT_MainExtra,CT_MainOnly
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,True,4,True,True,Action,True,Ubisoft,True,84,0.35,17.95,PlayStation 3,T,True,2007,8.75,-100.0,-100.0,8.75
Final Fantasy,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,67,0.35,17.95,Sony PSP,T,True,2007,20.0,33.0,23.0,16.95
Lair,True,1,True,True,Action,True,Sony,True,53,0.35,19.95,PlayStation 3,E,True,2007,10.0,-100.0,11.0,8.97
Transformers: The Game,True,1,True,True,Action,True,Activision,True,53,0.35,17.95,Nintendo Wii,T,True,2007,5.5,18.28,17.35,5.0
Command & Conquer 3: Tiberium Wars,True,1,True,True,Strategy,True,EA,True,82,0.35,24.95,X360,T,True,2007,25.0,37.5,26.0,24.0
Overlord,True,1,True,True,Action,True,Unknown,True,76,0.35,17.95,X360,M,True,2007,20.0,30.42,20.85,18.3
Diner Dash,True,1,True,True,Action,True,Unknown,True,64,0.34,17.95,Nintendo DS,T,True,2007,5.0,6.0,5.0,4.3
Medal of Honor: Heroes 2,True,1,True,True,Action,True,EA,True,73,0.34,19.95,Nintendo Wii,E,True,2007,5.0,-100.0,5.0,5.0
MX vs. ATV Untamed,True,2,True,True,Racing / Driving,True,THQ,True,67,0.33,17.95,PlayStation 3,T,True,2007,12.0,-100.0,-100.0,12.0
Time Crisis 4,True,2,True,True,Action,True,Namco,True,60,0.33,24.95,PlayStation 3,M,True,2007,1.0,-100.0,-100.0,1.0
Dragon Ball Z: Budokai Tenkaichi 3,True,2,True,True,Action,True,Atari,True,72,0.33,17.95,Nintendo Wii,E,True,2007,15.0,30.0,18.0,12.0
Final Fantasy XII: Revenant Wings,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,81,0.33,19.95,Nintendo DS,T,True,2007,30.98,51.72,30.5,30.1
SOCOM: U.S. Navy SEALs - Tactical Strike,True,1,True,True,Action,True,Sony,True,72,0.33,14.95,Sony PSP,M,True,2007,-100.0,-100.0,-100.0,-100.0
Unreal Tournament III,True,1,True,True,Action,True,Midway,True,86,0.33,16.95,PlayStation 3,M,True,2007,12.52,23.5,16.32,10.5
Bee Movie Game,True,2,True,True,Action,True,Activision,True,62,0.32,14.95,Nintendo Wii,E,True,2007,5.63,6.0,5.27,5.92
Def Jam: Icon,True,2,True,True,Action,True,EA,True,69,0.32,17.95,X360,M,True,2007,8.0,-100.0,-100.0,8.0
Transformers: The Game,True,1,True,True,Action,True,Activision,True,54,0.32,17.95,PlayStation 3,E,True,2007,5.5,18.28,17.35,5.0
TimeShift,True,1,True,True,Action,True,Unknown,True,70,0.32,12.95,X360,M,True,2007,8.92,9.0,10.0,8.4
SSX Blur,True,4,True,True,Sports,True,EA,True,74,0.31,17.95,Nintendo Wii,E,True,2007,10.0,-100.0,-100.0,10.0
Bleach: The Blade of Fate,True,1,True,True,Action,True,Sega,True,83,0.31,17.95,Nintendo DS,E,True,2007,9.0,35.5,20.0,5.0
EA Playground,True,1,True,True,Racing / Driving,True,EA,True,60,0.31,11.95,Nintendo DS,E,True,2007,-100.0,-100.0,-100.0,-100.0
Final Fantasy II,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,63,0.31,17.95,Sony PSP,E,True,2007,28.0,44.13,30.43,25.0
The Eye of Judgment,True,2,True,True,Strategy,True,Sony,True,75,0.3,12.95,PlayStation 3,E,True,2007,-100.0,-100.0,-100.0,-100.0
MLB 07: The Show,True,2,True,True,Sports,True,Sony,True,77,0.3,9.95,PlayStation 3,T,True,2007,-100.0,-100.0,-100.0,-100.0
Virtua Fighter 5,True,2,True,True,Action,True,Sega,True,85,0.3,14.95,PlayStation 3,M,True,2007,1.5,1.25,8.0,1.17
NiGHTS: Journey of Dreams,True,2,True,True,Action,True,Sega,True,69,0.3,14.95,Nintendo Wii,M,True,2007,6.62,-100.0,7.25,6.0
Puzzle Quest: Challenge of the Warlords,True,1,True,True,Role-Playing (RPG),True,Unknown,True,82,0.3,17.95,Nintendo DS,E,True,2007,40.0,56.0,40.5,35.0
NBA Live 08,True,1,True,True,Sports,True,EA,True,73,0.3,14.95,Sony PSP,E,True,2007,-100.0,-100.0,-100.0,-100.0
Kane & Lynch: Dead Men,True,2,True,True,Action,True,Eidos,True,64,0.29,19.95,PlayStation 3,E,True,2007,6.0,9.0,6.33,6.0
Crash of the Titans,True,2,True,True,Action,True,Unknown,True,65,0.29,17.95,X360,E,True,2007,8.0,9.22,10.1,7.5
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,51,0.29,17.95,Nintendo DS,E,True,2007,12.25,15.0,10.0,10.0
SimCity DS,True,1,True,True,Simulation,True,EA,True,69,0.29,14.95,Nintendo DS,T,True,2007,3.0,-100.0,-100.0,3.0
Wario: Master of Disguise,True,1,True,True,Action,True,Nintendo,True,60,0.29,14.95,Nintendo DS,E,True,2007,9.5,-100.0,15.0,9.0
No More Heroes,True,1,True,True,Action,True,Ubisoft,True,83,0.29,17.95,Nintendo Wii,M,True,2007,13.0,24.5,14.0,10.0
BlackSite: Area 51,True,1,True,True,Action,True,Midway,True,62,0.29,17.95,X360,E,True,2007,5.8,6.8,6.0,5.53
Shrek the Third,True,2,True,True,Action,True,Activision,True,56,0.28,14.95,X360,E,True,2007,4.75,5.5,7.0,4.0
Shrek the Third,True,1,True,True,Adventure,True,Activision,True,70,0.28,16.95,Nintendo DS,T,True,2007,4.75,5.5,7.0,4.0
Surf's Up,True,1,True,True,Racing / Driving,True,Ubisoft,True,56,0.28,14.95,Nintendo DS,T,True,2007,1.28,-100.0,-100.0,1.28
MLB 07: The Show,True,1,True,True,Sports,True,Sony,True,82,0.28,9.95,Sony PSP,E,True,2007,-100.0,-100.0,-100.0,-100.0
TMNT,True,1,True,True,Action,True,Ubisoft,True,58,0.28,19.95,X360,E,True,2007,5.0,5.0,5.75,4.75
Spider-Man: Friend or Foe,True,2P,True,True,Action,True,Activision,True,60,0.27,17.95,X360,E,True,2007,9.0,16.4,6.82,8.0
Contra 4,True,1,True,True,Action,True,Konami,True,83,0.27,17.95,Nintendo DS,T,True,2007,3.12,17.5,-100.0,2.12
Phoenix Wright: Ace Attorney - Trials and Tribu...,True,1,True,True,Adventure,True,Capcom,True,81,0.27,17.95,Nintendo DS,T,True,2007,21.03,23.0,24.67,20.0
Disney Pirates of the Caribbean: At World's End,True,1,True,True,Action,True,Disney,True,66,0.27,14.95,Nintendo DS,T,True,2007,7.0,31.9,12.47,5.92
Dragon Ball Z: Shin Budokai - Another Road,True,1,True,True,Action,True,"Atari,Namco",True,65,0.27,16.95,Sony PSP,E,True,2007,8.35,9.0,-100.0,8.0
Spider-Man 3,True,1,True,True,Action,True,Activision,True,60,0.27,17.95,PlayStation 3,E,True,2007,10.32,10.82,11.32,9.67
The Golden Compass,True,1,True,True,Action,True,Sega,True,41,0.27,9.95,X360,M,True,2007,7.0,-100.0,16.5,6.98
Stuntman: Ignition,True,4,True,True,Action,True,THQ,True,75,0.26,14.95,X360,T,True,2007,6.33,15.0,6.33,5.27
Chicken Shoot,True,2,True,True,Action,True,Unknown,True,27,0.26,12.95,Nintendo Wii,E,True,2007,0.62,0.5,-100.0,0.75
Shrek the Third,True,2,True,True,Action,True,Activision,True,57,0.26,16.95,Nintendo Wii,E,True,2007,4.75,5.5,7.0,4.0
DK: Jungle Climber,True,1,True,True,Action,True,Nintendo,True,77,0.26,24.95,Nintendo DS,T,True,2007,6.0,-100.0,9.0,5.15
Dragon Quest IV: Chapters of the Chosen,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,80,0.26,24.95,Nintendo DS,T,True,2007,30.0,40.05,32.12,26.65
300: March to Glory,True,1,True,True,Action,True,Eidos,True,55,0.26,14.95,Sony PSP,E,True,2007,7.4,-100.0,-100.0,7.4
Fire Emblem: Radiant Dawn,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,78,0.26,34.95,Nintendo Wii,T,True,2007,47.83,55.0,58.83,42.0
The Golden Compass,True,1,True,True,Action,True,Sega,True,35,0.26,14.95,Nintendo Wii,E,True,2007,7.0,-100.0,16.5,6.98
Manhunt 2,True,1,True,True,Action,True,Rockstar,True,62,0.26,19.95,Nintendo Wii,E,True,2007,9.5,21.18,14.0,8.57
NASCAR 08,True,1,True,True,Racing / Driving,True,EA,True,59,0.25,12.95,X360,E,True,2007,-100.0,-100.0,-100.0,-100.0
Virtua Tennis 3,True,4,True,True,Sports,True,Sega,True,80,0.24,19.95,PlayStation 3,E,True,2007,15.5,-100.0,15.0,17.0
All-Pro Football 2K8,True,4,True,True,Sports,True,2K,True,75,0.24,7.95,X360,T,True,2007,12.0,-100.0,-100.0,12.0
Major League Baseball 2K7,True,2,True,True,Sports,True,2K,True,74,0.24,7.95,PlayStation 3,M,True,2007,-100.0,-100.0,-100.0,-100.0
The Warriors,True,1,True,True,Action,True,Rockstar,True,52,0.24,17.95,Sony PSP,T,True,2007,10.45,12.92,10.37,10.27
Ghost Rider,True,4,True,True,Action,True,2K,True,49,0.23,16.95,Sony PSP,T,True,2007,4.82,3.6,-100.0,5.15
Tony Hawk's Proving Ground,True,2,True,True,Sports,True,Activision,True,57,0.23,16.95,Nintendo Wii,E,True,2007,8.13,-100.0,-100.0,8.13
Juiced 2: Hot Import Nights,True,2,True,True,Racing / Driving,True,THQ,True,68,0.23,14.95,X360,E,True,2007,15.6,-100.0,17.35,15.0
Juiced 2: Hot Import Nights,True,1,True,True,Racing / Driving,True,THQ,True,72,0.23,13.95,Nintendo DS,T,True,2007,15.6,-100.0,17.35,15.0
The Simpsons Game,True,1,True,True,Action,True,EA,True,59,0.23,16.95,Sony PSP,M,True,2007,1.0,1.0,-100.0,0.87
Syphon Filter: Logan's Shadow,True,1,True,True,Action,True,Sony,True,85,0.23,16.95,Sony PSP,T,True,2007,10.0,10.77,10.0,11.0
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,79,0.22,12.95,PlayStation 3,T,True,2007,-100.0,-100.0,-100.0,-100.0
Ratatouille,True,4,True,True,Action,True,THQ,True,56,0.22,16.95,X360,T,True,2007,12.5,15.0,26.75,10.0
Trauma Center: New Blood,True,2,True,True,Action,True,Nintendo,True,77,0.22,17.95,Nintendo Wii,E,True,2007,12.57,-100.0,15.0,12.0
Hotel Dusk: Room 215,True,1,True,True,Adventure,True,Nintendo,True,78,0.22,14.95,Nintendo DS,E,True,2007,15.0,16.0,16.0,15.0
Mega Man ZX Advent,True,1,True,True,Action,True,Capcom,True,78,0.22,17.95,Nintendo DS,T,True,2007,10.93,15.93,12.97,6.75
Silent Hill: 0rigins,True,1,True,True,Action,True,Konami,True,78,0.22,17.95,Sony PSP,E,True,2007,6.0,6.0,5.0,6.0
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,68,0.22,16.95,X360,M,True,2007,12.25,15.0,10.0,10.0
NHL 08 ,True,1,True,True,Sports,True,EA,True,85,0.22,9.95,X360,E,True,2007,17.5,-100.0,-100.0,17.5
Castlevania: The Dracula X Chronicles,True,2,True,True,Action,True,Konami,True,80,0.21,16.95,Sony PSP,E,True,2007,7.5,5.32,9.92,7.0
Tony Hawk's Proving Ground,True,1,True,True,Sports,True,Activision,True,39,0.21,13.95,Nintendo DS,M,True,2007,8.13,-100.0,-100.0,8.13
Jeanne d'Arc,True,1,True,True,Role-Playing (RPG),True,Sony,True,87,0.21,19.95,Sony PSP,T,True,2007,37.02,68.0,38.17,30.92
BWii: Battalion Wars 2,True,1,True,True,Action,True,Nintendo,True,75,0.21,14.95,Nintendo Wii,T,True,2007,9.72,-100.0,-100.0,9.72
Battlestations: Midway,True,1,True,True,Action,True,Eidos,True,73,0.21,17.95,X360,T,True,2007,8.72,-100.0,3.27,8.85
Dragon Ball Z: Harukanaru Densetsu,True,1,True,True,Strategy,True,Atari,True,57,0.2,14.95,Nintendo DS,T,True,2007,-100.0,-100.0,-100.0,-100.0
Touch the Dead,True,1,True,True,Action,True,Unknown,True,56,0.2,16.95,Nintendo DS,T,True,2007,4.65,-100.0,-100.0,4.65
The Darkness,True,1,True,True,Action,True,2K,True,80,0.2,14.95,PlayStation 3,E,True,2007,10.0,20.0,11.12,9.5
Donkey Kong Barrel Blast,True,4,True,True,Racing / Driving,True,Nintendo,True,46,0.19,29.95,Nintendo Wii,T,True,2007,-100.0,-100.0,-100.0,-100.0
The BIGS,True,4,True,True,Action,True,2K,True,79,0.19,12.95,X360,M,True,2007,10.13,46.68,-100.0,0.53
Armored Core 4,True,2,True,True,Action,True,Sega,True,65,0.19,17.95,X360,E,True,2007,20.0,-100.0,19.0,23.0
Etrian Odyssey,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,75,0.19,24.95,Nintendo DS,E,True,2007,54.05,84.15,68.5,50.0
Ben 10: Protector of the Earth,True,1,True,True,Action,True,Unknown,True,60,0.19,16.95,Sony PSP,T,True,2007,4.55,4.33,4.22,5.13
Tom Clancy's Splinter Cell: Double Agent,True,1,True,True,Action,True,Ubisoft,True,78,0.19,22.95,PlayStation 3,M,True,2007,11.0,11.33,11.0,11.0
Looney Tunes: Acme Arsenal,True,1,True,True,Action,True,Unknown,True,27,0.19,14.95,Nintendo Wii,T,True,2007,3.15,-100.0,-100.0,3.15
Zack & Wiki: Quest for Barbaros' Treasure,True,1,True,True,Adventure,True,Capcom,True,87,0.19,17.95,Nintendo Wii,E,True,2007,15.0,18.0,15.0,14.08
Monster Jam,True,4,True,True,Sports,True,Activision,True,43,0.18,17.95,X360,M,True,2007,-100.0,-100.0,-100.0,-100.0
Virtua Fighter 5,True,2,True,True,Action,True,Sega,True,89,0.18,17.95,X360,E,True,2007,1.5,1.25,8.0,1.17
Lunar Knights,True,1,True,True,Action,True,Konami,True,82,0.18,16.95,Nintendo DS,T,True,2007,15.25,26.0,16.28,12.0
Enchanted Arms,True,1,True,True,Role-Playing (RPG),True,Ubisoft,True,64,0.18,17.95,PlayStation 3,E,True,2007,40.0,47.45,43.03,21.83
F.E.A.R.: First Encounter Assault Recon,True,1,True,True,Action,True,Unknown,True,72,0.18,17.95,PlayStation 3,T,True,2007,9.0,11.87,10.07,8.42
Folklore,True,1,True,True,Action,True,Sony,True,75,0.18,24.95,PlayStation 3,E,True,2007,16.65,41.13,24.12,13.1
Juiced 2: Hot Import Nights,True,1,True,True,Racing / Driving,True,THQ,True,71,0.18,17.95,PlayStation 3,T,True,2007,15.6,-100.0,17.35,15.0
The Elder Scrolls IV: Shivering Isles,True,1,True,True,Action,True,Unknown,True,86,0.18,24.95,X360,E,True,2007,15.8,52.87,17.93,10.0
NHL 08,True,7,True,True,Sports,True,EA,True,86,0.17,9.95,PlayStation 3,T,True,2007,17.5,-100.0,-100.0,17.5
NCAA 07 March Madness,True,4,True,True,Sports,True,EA,True,67,0.17,7.95,X360,E,True,2007,-100.0,-100.0,-100.0,-100.0
Rayman Raving Rabbids,True,4,True,True,Action,True,Ubisoft,True,67,0.17,16.95,X360,M,True,2007,6.18,8.1,8.13,6.0
Viva Pi$?ata: Party Animals,True,4,True,True,Racing / Driving,True,Microsoft,True,56,0.17,14.95,X360,T,True,2007,8.88,8.88,-100.0,-100.0
Warriors Orochi,True,2,True,True,Action,True,Unknown,True,53,0.17,19.95,X360,E,True,2007,15.0,42.0,9.38,10.25
Luminous Arc,True,1,True,True,Role-Playing (RPG),True,Unknown,True,70,0.17,24.95,Nintendo DS,T,True,2007,24.32,55.73,24.53,21.75
Picross DS,True,1,True,True,Strategy,True,Nintendo,True,83,0.17,17.95,Nintendo DS,E,True,2007,50.68,60.0,50.0,38.35
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,67,0.17,17.95,PlayStation 3,E,True,2007,12.25,15.0,10.0,10.0
College Hoops 2K7,True,6,True,True,Sports,True,2K,True,81,0.16,6.95,PlayStation 3,E,True,2007,-100.0,-100.0,-100.0,-100.0
The BIGS,True,4,True,True,Action,True,2K,True,80,0.16,22.95,PlayStation 3,T,True,2007,10.13,46.68,-100.0,0.53
Stuntman: Ignition,True,4,True,True,Action,True,THQ,True,76,0.16,16.95,PlayStation 3,E,True,2007,6.33,15.0,6.33,5.27
Mortal Kombat: Armageddon,True,4,True,True,Action,True,Midway,True,71,0.16,24.95,Nintendo Wii,E,True,2007,8.33,27.5,12.32,8.0
Def Jam: Icon,True,2,True,True,Action,True,EA,True,68,0.16,16.95,PlayStation 3,E,True,2007,8.0,-100.0,-100.0,8.0
Soulcalibur Legends,True,2,True,True,Action,True,Namco,True,52,0.16,16.95,Nintendo Wii,E,True,2007,9.25,-100.0,4.87,10.48
Surf's Up,True,2,True,True,Sports,True,Ubisoft,True,64,0.16,16.95,Nintendo Wii,T,True,2007,1.28,-100.0,-100.0,1.28
Planet Puzzle League,True,1,True,True,Strategy,True,Nintendo,True,86,0.16,17.95,Nintendo DS,E,True,2007,0.32,-100.0,-100.0,0.32
DiRT,True,1,True,True,Racing / Driving,True,Unknown,True,83,0.16,17.95,PlayStation 3,E,True,2007,13.0,38.0,14.0,12.88
TMNT,True,1,True,True,Action,True,Ubisoft,True,60,0.16,17.95,Nintendo Wii,E,True,2007,5.0,5.0,5.75,4.75
Soldier of Fortune: Payback,True,1,True,True,Action,True,Activision,True,50,0.16,13.95,X360,M,True,2007,3.25,-100.0,7.0,3.0
Dynasty Warriors: Gundam,True,2,True,True,Action,True,Namco,True,60,0.15,22.95,PlayStation 3,E,True,2007,50.8,101.0,47.5,37.07
Disney Pirates of the Caribbean: At World's End,True,2,True,True,Action,True,Disney,True,55,0.15,14.95,PlayStation 3,M,True,2007,7.0,31.9,12.47,5.92
Bee Movie Game,True,2,True,True,Action,True,Activision,True,71,0.15,12.95,X360,T,True,2007,5.63,6.0,5.27,5.92
Dynasty Warriors: Gundam,True,2,True,True,Action,True,Namco,True,55,0.15,22.95,X360,M,True,2007,50.8,101.0,47.5,37.07
Golden Axe,True,2,True,True,Action,True,Sega,True,45,0.15,14.95,X360,M,True,2007,1.0,1.5,1.08,0.75
Dementium: The Ward,True,1,True,True,Action,True,Unknown,True,72,0.15,17.95,Nintendo DS,M,True,2007,4.0,3.5,-100.0,4.0
Rondo of Swords,True,1,True,True,Role-Playing (RPG),True,Unknown,True,69,0.15,19.95,Nintendo DS,E,True,2007,17.7,36.5,17.0,17.35
Disgaea: Afternoon of Darkness,True,1,True,True,Role-Playing (RPG),True,Unknown,True,87,0.15,17.95,Sony PSP,M,True,2007,59.6,150.72,99.53,40.8
NASCAR 08,True,1,True,True,Racing / Driving,True,EA,True,57,0.15,14.95,PlayStation 3,M,True,2007,-100.0,-100.0,-100.0,-100.0
Dragon Quest Swords: The Masked Queen and the T...,True,1,True,True,Action,True,SquareEnix,True,65,0.15,16.95,Nintendo Wii,T,True,2007,9.3,11.32,13.0,8.5
Call of Juarez,True,1,True,True,Action,True,Ubisoft,True,71,0.15,14.95,X360,E,True,2007,8.2,9.83,9.0,8.0
College Hoops 2K8,True,1,True,True,Sports,True,2K,True,81,0.15,9.95,X360,M,True,2007,-100.0,-100.0,-100.0,-100.0
Eternal Sonata,True,1,True,True,Role-Playing (RPG),True,Namco,True,79,0.15,27.95,X360,M,True,2007,33.7,60.77,39.45,30.0
Kingdom Under Fire: Circle of Doom,True,1,True,True,Action,True,Microsoft,True,55,0.15,14.95,X360,E,True,2007,55.0,119.0,76.0,9.0
Vampire Rain,True,1,True,True,Action,True,Microsoft,True,38,0.15,11.95,X360,T,True,2007,10.5,-100.0,-100.0,10.5
All-Pro Football 2K8,True,6,True,True,Sports,True,2K,True,73,0.14,9.95,PlayStation 3,T,True,2007,12.0,-100.0,-100.0,12.0
Mercury Meltdown,True,2,True,True,Strategy,True,Unknown,True,77,0.14,12.95,Nintendo Wii,E,True,2007,-100.0,-100.0,-100.0,-100.0
Conan,True,1,True,True,Action,True,THQ,True,69,0.14,17.95,PlayStation 3,E,True,2007,6.0,16.5,8.75,6.0
Godzilla: Unleashed,True,1,True,True,Action,True,Atari,True,44,0.14,24.95,Nintendo Wii,E,True,2007,-100.0,-100.0,-100.0,-100.0
NBA Live 08,True,1,True,True,Sports,True,EA,True,52,0.14,14.95,Nintendo Wii,M,True,2007,-100.0,-100.0,-100.0,-100.0
Conan,True,1,True,True,Action,True,THQ,True,69,0.14,14.95,X360,E,True,2007,6.0,16.5,8.75,6.0
Spider-Man: Friend or Foe,True,2,True,True,Action,True,Activision,True,59,0.13,17.95,Nintendo Wii,T,True,2007,9.0,16.4,6.82,8.0
College Hoops 2K8,True,7,True,True,Sports,True,2K,True,82,0.12,12.95,PlayStation 3,M,True,2007,-100.0,-100.0,-100.0,-100.0
NBA 08,True,4,True,True,Sports,True,Sony,True,63,0.12,9.95,PlayStation 3,M,True,2007,-100.0,-100.0,-100.0,-100.0
Thrillville: Off the Rails,True,4,True,True,Simulation,True,Unknown,True,73,0.12,17.95,X360,E,True,2007,9.63,10.75,32.0,8.5
Geometry Wars: Galaxies,True,1,True,True,Action,True,Unknown,True,79,0.12,14.95,Nintendo DS,T,True,2007,18.5,-100.0,27.0,10.0
Rayman Raving Rabbids,True,1,True,True,Action,True,Ubisoft,True,56,0.12,17.95,Nintendo DS,M,True,2007,6.18,8.1,8.13,6.0
WordJong,True,1,True,True,Strategy,True,Unknown,True,77,0.12,17.95,Nintendo DS,M,True,2007,-100.0,-100.0,-100.0,-100.0
"Warhammer 40,000: Squad Command",True,1,True,True,Strategy,True,THQ,True,67,0.12,17.95,Sony PSP,T,True,2007,-100.0,-100.0,-100.0,-100.0
Beowulf: The Game,True,1,True,True,Action,True,Ubisoft,True,51,0.12,12.95,PlayStation 3,T,True,2007,8.08,-100.0,8.08,10.5
The Golden Compass,True,1,True,True,Action,True,Sega,True,40,0.12,12.95,PlayStation 3,M,True,2007,7.0,-100.0,16.5,6.98
Scarface: The World is Yours,True,1,True,True,Action,True,Unknown,True,71,0.12,22.95,Nintendo Wii,M,True,2007,23.07,28.0,23.07,17.13
Hot Wheels: Beat That!,True,1,True,True,Action,True,Activision,True,43,0.12,19.95,X360,T,True,2007,-100.0,-100.0,-100.0,-100.0
NHL 2K8 ,True,1,True,True,Sports,True,2K,True,71,0.12,6.95,X360,T,True,2007,-100.0,-100.0,-100.0,-100.0
NBA Street Homecourt,True,4,True,True,Sports,True,EA,True,81,0.11,14.95,PlayStation 3,E,True,2007,7.72,7.72,23.62,-100.0
Geometry Wars: Galaxies,True,2,True,True,Action,True,Unknown,True,80,0.11,16.95,Nintendo Wii,T,True,2007,18.5,-100.0,27.0,10.0
Final Fantasy: Crystal Chronicles - Echoes of Time,True,1,True,True,Action,True,SquareEnix,True,75,0.11,24.95,Nintendo DS,T,True,2007,18.37,27.0,22.97,15.7
Godzilla Unleashed: Double Smash,True,1,True,True,Action,True,Atari,True,28,0.11,17.95,Nintendo DS,T,True,2007,-100.0,-100.0,-100.0,-100.0
MX vs. ATV Untamed,True,1,True,True,Racing / Driving,True,THQ,True,61,0.11,17.95,Nintendo DS,E,True,2007,12.0,-100.0,-100.0,12.0
WWE SmackDown vs. Raw 2008,True,1,True,True,Sports,True,THQ,True,61,0.11,14.95,Nintendo DS,T,True,2007,13.1,50.5,30.9,10.0
The BIGS,True,1,True,True,Action,True,2K,True,72,0.11,16.95,Sony PSP,M,True,2007,10.13,46.68,-100.0,0.53
Brave Story: New Traveler,True,1,True,True,Role-Playing (RPG),True,Unknown,True,76,0.11,17.95,Sony PSP,T,True,2007,25.25,26.0,26.87,23.83
WipEout Pulse,True,1,True,True,Action,True,Sony,True,82,0.11,16.95,Sony PSP,T,True,2007,9.0,10.0,9.75,7.0
TimeShift,True,1,True,True,Action,True,Unknown,True,70,0.11,16.95,PlayStation 3,M,True,2007,8.92,9.0,10.0,8.4
Star Trek: Conquest,True,1,True,True,Action,True,Unknown,True,49,0.11,27.95,Nintendo Wii,T,True,2007,-100.0,-100.0,-100.0,-100.0
Beautiful Katamari,True,1,True,True,Action,True,Namco,True,73,0.11,17.95,X360,M,True,2007,6.0,100.0,8.0,6.0
Hour of Victory,True,1,True,True,Action,True,Midway,True,37,0.11,12.95,X360,M,True,2007,6.15,-100.0,7.0,5.32
Fantastic Four: Rise of the Silver Surfer,True,4,True,True,Action,True,2K,True,47,0.1,14.95,PlayStation 3,M,True,2007,6.42,-100.0,10.0,5.75
SEGA Rally Revo,True,2,True,True,Racing / Driving,True,Sega,True,77,0.1,14.95,X360,E,True,2007,34.0,34.0,-100.0,-100.0
7 Wonders of the Ancient World,True,1,True,True,Strategy,True,Unknown,True,60,0.1,17.95,Nintendo DS,T,True,2007,4.85,-100.0,-100.0,4.85
Draglade,True,1,True,True,Action,True,Unknown,True,71,0.1,16.95,Nintendo DS,M,True,2007,4.07,-100.0,7.57,4.07
Final Fantasy Fables: Chocobo Tales,True,1,True,True,Action,True,SquareEnix,True,75,0.1,17.95,Nintendo DS,M,True,2007,12.25,22.95,12.0,9.38
Marvel Trading Card Game,True,1,True,True,Strategy,True,Konami,True,61,0.1,16.95,Nintendo DS,M,True,2007,-100.0,-100.0,-100.0,-100.0
Crazy Taxi: Fare Wars,True,1,True,True,Action,True,Sega,True,64,0.1,17.95,Sony PSP,E,True,2007,-100.0,-100.0,-100.0,-100.0
The Golden Compass,True,1,True,True,Action,True,Sega,True,28,0.1,14.95,Sony PSP,E,True,2007,7.0,-100.0,16.5,6.98
Harry Potter and the Order of the Phoenix,True,1,True,True,Action,True,EA,True,52,0.1,16.95,Sony PSP,E,True,2007,12.25,15.0,10.0,10.0
Bladestorm: The Hundred Years' War,True,1,True,True,Action,True,Unknown,True,58,0.1,44.95,PlayStation 3,E,True,2007,51.25,-100.0,51.25,-100.0
Surf's Up,True,4,True,True,Sports,True,Ubisoft,True,61,0.09,17.95,X360,E,True,2007,1.28,-100.0,-100.0,1.28
Blazing Angels 2: Secret Missions of WWII,True,2,True,True,Action,True,Ubisoft,True,72,0.09,16.95,X360,M,True,2007,12.5,-100.0,16.0,10.0
InuYasha: Secret of the Divine Jewel,True,1,True,True,Role-Playing (RPG),True,Namco,True,46,0.09,24.95,Nintendo DS,T,True,2007,9.57,-100.0,9.57,-100.0
The Settlers,True,1,True,True,Strategy,True,Ubisoft,True,39,0.09,17.95,Nintendo DS,T,True,2007,4.83,13.0,4.83,3.75
Shrek the Third,True,1,True,True,Action,True,Activision,True,57,0.09,22.95,Sony PSP,T,True,2007,4.75,5.5,7.0,4.0
Ratatouille,True,1,True,True,Action,True,THQ,True,55,0.09,17.95,PlayStation 3,T,True,2007,12.5,15.0,26.75,10.0
Soldier of Fortune: Payback,True,1,True,True,Action,True,Activision,True,50,0.09,14.95,PlayStation 3,E,True,2007,3.25,-100.0,7.0,3.0
Heatseeker,True,1,True,True,Action,True,Unknown,True,62,0.09,17.95,Nintendo Wii,T,True,2007,9.75,-100.0,-100.0,9.75
NHL 2K8,True,7,True,True,Sports,True,Unknown,True,74,0.08,9.95,PlayStation 3,E,True,2007,-100.0,-100.0,-100.0,-100.0
NCAA March Madness 08,True,4,True,True,Sports,True,EA,True,67,0.08,12.95,PlayStation 3,E,True,2007,-100.0,-100.0,-100.0,-100.0
Fantastic Four: Rise of the Silver Surfer,True,4,True,True,Action,True,2K,True,45,0.08,14.95,X360,E,True,2007,6.42,-100.0,10.0,5.75
Monster Madness: Battle for Suburbia,True,4,True,True,Action,True,Unknown,True,55,0.08,14.95,X360,E,True,2007,-100.0,-100.0,-100.0,-100.0
Pro Evolution Soccer 2008,True,4,True,True,Sports,True,Konami,True,76,0.08,14.95,X360,M,True,2007,70.0,78.2,35.0,-100.0
